item_id,item_type
510010,3
510020,3
510030,3
510050,3
510060,3
510070,3
510090,3
510110,3
510120,3
510130,3
510150,3
510160,3
510170,3
510180,3
510190,3
510210,3
510220,3
510230,3
510260,3
510270,3
510280,3
510290,3
510300,3
510310,3
510330,3
510410,3
510420,3
510430,3
510440,3
510450,3
510500,3
510510,3
510610,3
510620,3
510630,3
510650,3
510660,3
510700,3
510880,3
511010,3
511210,3
518800,3
518880,3
