股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,0.672
600005,武钢股份,C,1.1135
600006,东风汽车,C,1.6489
600007,中国国贸,L,0.8536
600008,首创股份,D,1.2863
600009,上海机场,G,0.6477
600010,包钢股份,C,1.2171
600017,日照港,G,1.217
600018,上港集团,G,1.196
600019,宝钢股份,C,0.8943
600020,中原高速,G,1.1324
600021,上海电力,D,1.3017
600022,山东钢铁,C,0.9793
600031,三一重工,C,1.6567
600033,福建高速,G,1.0682
600035,楚天高速,G,1.0336
600037,歌华有线,I,1.5896
600038,中直股份,C,0.9548
600048,保利地产,K,1.0073
600050,中国联通,I,0.3958
600051,宁波联合,S,1.9062
600052,浙江广厦,K,1.8269
600053,九鼎投资,K,1.3755
600055,万东医疗,C,0.9949
600056,中国医药,F,2.3231
600057,象屿股份,O,1.437
600058,五矿发展,F,1.3167
600059,古越龙山,C,1.5002
600060,海信电器,C,2.1008
600062,华润双鹤,C,1.0198
600063,皖维高新,C,2.6147
600064,南京高科,K,1.7976
600066,宇通客车,C,0.7561
600067,冠城大通,C,2.0767
600069,银鸽投资,C,1.9146
600070,浙江富润,C,1.7939
600071,凤凰光学,C,0.8449
600072,中船科技,C,2.032
600073,上海梅林,C,1.3478
600075,新疆天业,C,1.0423
600076,康欣新材,C,1.0199
600077,宋都股份,K,0.9561
600078,澄星股份,C,1.7421
600079,人福医药,C,0.3033
600080,金花股份,C,1.1736
600081,东风科技,C,2.1433
600082,海泰发展,K,2.6302
600083,博信股份,C,0.9946
600084,中葡股份,C,0.6988
600085,同仁堂,C,0.7593
600086,东方金钰,C,1.6111
600087,退市长油,G,1.1417
600088,中视传媒,R,2.0153
600089,特变电工,C,1.2234
600090,同济堂,C,1.743
600091,ST明科,C,1.3262
600093,易见股份,C,1.6034
600095,哈高科,C,2.3361
600096,云天化,C,1.3405
600097,开创国际,A,1.6735
600098,广州发展,D,0.2952
600099,林海股份,C,2.0507
600100,同方股份,I,1.4792
600101,明星电力,D,1.9684
600103,青山纸业,C,1.8718
600104,上汽集团,C,0.7937
600105,永鼎股份,C,1.8238
600106,重庆路桥,G,1.8922
600107,美尔雅,C,2.0399
600108,亚盛集团,A,1.0973
600110,诺德股份,C,1.732
600111,北方稀土,C,1.1828
600112,*ST天成,C,2.0874
600113,浙江东日,K,4.7538
600114,东睦股份,C,2.1343
600116,三峡水利,D,1.394
600117,西宁特钢,C,1.6357
600118,中国卫星,C,0.6806
600120,浙江东方,F,2.3197
600121,*ST郑煤,B,0.9178
600122,宏图高科,F,1.2787
600123,兰花科创,B,0.9633
600125,铁龙物流,G,0.2287
600126,杭钢股份,C,1.2669
600127,金健米业,C,1.7769
600128,弘业股份,F,2.1255
600129,太极集团,C,1.375
600130,波导股份,C,1.5965
600131,岷江水电,D,2.185
600132,重庆啤酒,C,2.3003
600133,东湖高新,S,2.0678
600135,乐凯胶片,C,2.1366
600136,当代明诚,F,1.5514
600137,浪莎股份,C,1.2929
600138,中青旅,L,0.6862
600139,西部资源,B,1.4759
600141,兴发集团,C,1.5624
600143,金发科技,C,0.4288
600148,长春一东,C,1.3207
600149,*ST坊展,C,1.4561
600150,中国船舶,C,1.7843
600152,维科精华,C,1.0849
600153,建发股份,F,1.0805
600156,华升股份,C,2.0374
600157,永泰能源,B,1.8976
600158,中体产业,O,2.8544
600159,大龙地产,K,1.6277
600160,巨化股份,C,1.1618
600161,天坛生物,C,0.8253
600162,香江控股,K,2.4063
600165,新日恒力,C,0.4483
600166,福田汽车,C,1.7337
600167,联美控股,D,2.1467
600168,武汉控股,D,0.4543
600169,太原重工,C,1.9566
600171,上海贝岭,C,1.9547
600172,黄河旋风,C,1.9325
600173,卧龙地产,K,1.3711
600175,美都能源,S,2.2443
600176,中国巨石,C,2.192
600177,雅戈尔,C,0.8745
600178,东安动力,C,1.7309
600180,瑞茂通,A,3.1034
600182,S佳通,C,1.1769
600183,生益科技,C,1.0476
600184,光电股份,C,1.2204
600185,格力地产,K,1.6436
600186,莲花健康,C,1.7153
600187,国中水务,D,1.1516
600189,吉林森工,A,0.8769
600192,长城电工,C,-0.1307
600193,创兴资源,S,1.956
600195,中牧股份,C,0.9526
600198,大唐电信,C,2.6073
600199,金种子酒,C,0.8196
600200,江苏吴中,C,1.3336
600201,生物股份,C,1.0408
600202,哈空调,C,1.4267
600203,福日电子,C,1.4699
600206,有研新材,C,1.4621
600207,安彩高科,C,1.3355
600208,新湖中宝,K,2.0379
600209,罗顿发展,S,1.619
600210,紫江企业,C,1.2468
600211,西藏药业,C,1.1463
600212,江泉实业,D,1.8238
600213,亚星客车,C,2.2267
600215,长春经开,K,1.8701
600216,浙江医药,C,1.6314
600217,中再资环,C,1.9216
600218,全柴动力,C,0.3728
