股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,0.7792
600005,武钢股份,C,0.621
600006,东风汽车,C,1.1733
600007,中国国贸,K,0.9455
600008,首创股份,D,0.8635
600009,上海机场,G,0.8032
600010,包钢股份,C,0.8212
600017,日照港,G,0.7153
600018,上港集团,G,0.7931
600019,宝钢股份,C,0.5947
600020,中原高速,G,0.7297
600021,上海电力,D,0.9674
600022,山东钢铁,C,0.9165
600031,三一重工,C,1.7141
600033,福建高速,G,0.6316
600035,楚天高速,G,0.9226
600037,歌华有线,I,1.288
600038,中直股份,C,1.534
600048,保利地产,K,1.254
600050,中国联通,I,0.8756
600052,浙江广厦,K,1.6129
600053,九鼎投资,K,0.2265
600055,万东医疗,C,1.9178
600056,中国医药,F,1.1505
600057,象屿股份,L,1.6442
600059,古越龙山,C,1.0648
600060,海信电器,C,1.3027
600062,华润双鹤,C,1.1241
600063,皖维高新,C,1.3015
600064,南京高科,K,1.692
600066,宇通客车,C,0.8757
600067,冠城大通,K,1.5061
600069,银鸽投资,C,1.0906
600070,浙江富润,C,1.2842
600071,凤凰光学,C,1.6442
600072,中船科技,C,1.8439
600073,上海梅林,C,0.9599
600075,新疆天业,C,1.3687
600076,康欣新材,C,1.4348
600077,宋都股份,K,1.6577
600078,澄星股份,C,1.4449
600079,人福医药,C,0.8023
600080,金花股份,C,0.7509
600081,东风科技,C,1.5399
600082,海泰发展,S,1.5477
600083,博信股份,C,1.4625
600084,中葡股份,C,1.3985
600085,同仁堂,C,0.4845
600086,东方金钰,C,1.554
600089,特变电工,C,1.341
600090,同济堂,C,1.4453
600091,ST明科,C,0.8749
600093,易见股份,C,0.9016
600095,哈高科,C,1.1992
600096,云天化,C,1.4237
600097,开创国际,A,0.9515
600098,广州发展,D,0.9837
600099,林海股份,C,1.425
600100,同方股份,C,1.1881
600101,明星电力,D,1.6845
600103,青山纸业,C,0.9977
600104,上汽集团,C,1.3958
600105,永鼎股份,C,1.2769
600106,重庆路桥,G,0.8032
600107,美尔雅,C,0.8748
600108,亚盛集团,A,1.1669
600110,诺德股份,C,0.6097
600111,北方稀土,C,1.398
600113,浙江东日,F,2.1258
600114,东睦股份,C,0.9632
600116,三峡水利,D,1.1234
600117,西宁特钢,C,1.3118
600118,中国卫星,C,1.9861
600119,长江投资,G,1.2444
600120,浙江东方,F,1.2922
600121,*ST郑煤,B,1.3733
600122,宏图高科,F,1.0606
600123,兰花科创,B,1.3706
600125,铁龙物流,G,1.8322
600126,杭钢股份,C,1.07
600127,金健米业,C,1.1083
600128,弘业股份,F,1.3635
600129,太极集团,C,1.2156
600130,波导股份,C,1.0402
600131,岷江水电,D,1.5181
600132,重庆啤酒,C,1.0994
