股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,1.0504
600006,东风汽车,C,1.3365
600007,中国国贸,L,0.5632
600010,包钢股份,C,2.1295
600017,日照港,G,1.2812
600018,上港集团,G,1.1331
600019,宝钢股份,C,0.9527
600020,中原高速,G,0.96
600031,三一重工,C,2.2566
600033,福建高速,G,0.6502
600037,歌华有线,I,0.7345
600038,中直股份,C,1.4326
600048,保利地产,K,1.7525
600050,中国联通,I,0.4523
600051,宁波联合,S,1.3
600052,浙江广厦,K,1.6483
600053,九鼎投资,K,0.7677
600055,万东医疗,C,-0.1447
600056,中国医药,F,1.0127
600058,五矿发展,F,1.9328
600059,古越龙山,C,0.2403
600060,海信电器,C,1.3034
600062,华润双鹤,C,-0.2486
600063,皖维高新,C,1.8169
600064,南京高科,K,1.5129
600066,宇通客车,C,1.0963
600067,冠城大通,C,1.9482
600069,银鸽投资,C,0.7564
600070,浙江富润,C,0.6463
600071,凤凰光学,C,0.7766
600072,中船科技,C,1.0359
600073,上海梅林,C,1.0949
600074,保千里,C,0.8584
600075,新疆天业,A,0.8117
600076,康欣新材,C,1.157
600077,宋都股份,C,0.9775
600078,澄星股份,C,1.6167
600079,人福医药,S,-0.3972
600080,金花股份,C,0.5682
600081,东风科技,C,1.5878
600082,海泰发展,K,1.7962
600083,博信股份,C,1.1047
600084,中葡股份,F,1.0218
600085,同仁堂,C,0.4677
600086,东方金钰,C,2.2855
600087,退市长油,G,1.0604
600088,中视传媒,R,0.7568
600089,特变电工,C,1.2412
600090,同济堂,C,0.9098
600091,ST明科,C,1.8211
600093,易见股份,A,1.4276
600095,哈高科,C,2.8388
600096,云天化,C,1.6664
600097,开创国际,A,1.3817
600099,林海股份,C,1.6276
600100,同方股份,I,0.5986
600103,青山纸业,C,1.0121
600105,永鼎股份,C,1.0501
600107,美尔雅,C,1.466
600108,亚盛集团,A,0.7685
600110,诺德股份,C,0.8178
600111,北方稀土,C,1.0322
600112,*ST天成,C,1.0279
600113,浙江东日,C,1.0513
600114,东睦股份,C,1.2707
