股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,0.9354
600005,武钢股份,C,1.0972
600006,东风汽车,C,1.2772
600007,中国国贸,K,1.2813
600008,首创股份,D,0.9023
600009,上海机场,G,1.3128
600010,包钢股份,C,0.6564
600017,日照港,G,1.2495
600018,上港集团,G,2.4933
600019,宝钢股份,C,0.9278
600020,中原高速,G,0.9177
600021,上海电力,D,0.8968
600022,山东钢铁,C,1.1318
600031,三一重工,C,1.2953
600033,福建高速,G,0.8636
600035,楚天高速,G,1.2387
600037,歌华有线,I,2.1411
600038,中直股份,C,1.8788
600048,保利地产,K,0.9779
600050,中国联通,I,0.9403
600052,浙江广厦,K,1.3747
600056,中国医药,C,1.5136
600059,古越龙山,C,0.7349
600060,海信电器,C,0.4724
600062,华润双鹤,C,0.938
600064,南京高科,K,1.1823
600066,宇通客车,C,0.5839
600067,冠城大通,K,0.5247
600069,银鸽投资,C,1.2057
600070,浙江富润,C,1.4128
600073,上海梅林,C,1.9682
600076,康欣新材,C,1.663
600077,宋都股份,K,0.9874
600078,澄星股份,C,1.5693
600079,人福医药,C,0.9526
600080,金花股份,C,1.3026
600081,东风科技,C,1.6136
600082,海泰发展,S,1.744
600083,博信股份,C,1.8148
600084,中葡股份,C,1.5196
600085,同仁堂,C,0.4258
600086,东方金钰,C,0.8499
600088,中视传媒,R,1.9904
600089,特变电工,C,2.1711
600090,同济堂,C,1.6959
600091,ST明科,C,1.5844
600093,易见股份,C,0.584
600095,哈高科,C,1.5247
600096,云天化,C,1.8898
600097,开创国际,A,1.1316
600098,广州发展,D,1.2057
600099,林海股份,C,1.7084
600100,同方股份,C,1.4899
600101,明星电力,D,1.2278
600103,青山纸业,C,1.2972
600104,上汽集团,C,1.0982
600105,永鼎股份,C,1.5654
600106,重庆路桥,G,0.7984
600107,美尔雅,C,1.875
600108,亚盛集团,A,1.8285
600110,诺德股份,C,0.1883
600111,北方稀土,C,1.8021
600112,*ST天成,C,1.3058
600113,浙江东日,F,1.6785
600114,东睦股份,C,0.9412
600116,三峡水利,D,1.4283
600117,西宁特钢,C,1.3954
600118,中国卫星,C,2.4624
600119,长江投资,G,2.3894
600120,浙江东方,F,1.2443
600121,*ST郑煤,B,1.4938
600122,宏图高科,F,1.5623
600123,兰花科创,B,1.6368
600125,铁龙物流,G,1.5867
600126,杭钢股份,C,1.7027
600127,金健米业,C,1.0669
600128,弘业股份,F,2.0102
600129,太极集团,C,1.3498
600130,波导股份,C,1.2801
600131,岷江水电,D,1.3867
600132,重庆啤酒,C,1.0697
600135,乐凯胶片,C,1.9149
600136,当代明诚,F,1.4499
600137,浪莎股份,C,1.666
600138,中青旅,L,1.2408
600143,金发科技,C,1.1953
600145,*ST新亿,C,2.0315
600148,长春一东,C,1.8334
600150,中国船舶,C,1.5311
600151,航天机电,C,1.2292
600152,维科精华,C,1.8028
600153,建发股份,F,1.1137
600156,华升股份,C,0.9589
600157,永泰能源,B,2.4237
600158,中体产业,K,1.9421
600159,大龙地产,K,0.8341
600160,巨化股份,C,1.823
600161,天坛生物,C,1.4817
600162,香江控股,K,2.6505
600163,中闽能源,C,0.9926
600165,新日恒力,C,-0.338
600166,福田汽车,C,1.5306
600167,联美控股,D,1.1422
600168,武汉控股,D,1.3489
600169,太原重工,C,1.6789
600171,上海贝岭,C,2.3407
600172,黄河旋风,C,1.5862
600173,卧龙地产,K,1.1309
600175,美都能源,F,1.2487
600176,中国巨石,C,0.39
600177,雅戈尔,C,1.2112
600178,东安动力,C,1.4442
600179,安通控股,C,1.8224
600180,瑞茂通,F,2.3186
600182,S佳通,C,0.9078
600183,生益科技,C,1.5232
600184,光电股份,C,1.8173
600185,格力地产,K,2.0276
600186,莲花健康,C,1.2959
600187,国中水务,D,0.2212
600189,吉林森工,C,0.4492
600191,华资实业,C,1.1878
600192,长城电工,C,0.2779
600193,创兴资源,B,1.8092
600195,中牧股份,C,1.4481
600197,伊力特,C,1.6526
600198,大唐电信,C,0.7716
600199,金种子酒,C,0.9621
600200,江苏吴中,S,0.5469
600201,生物股份,C,1.643
600202,哈空调,C,2.1039
600203,福日电子,F,0.74
600206,有研新材,C,-0.6096
600207,安彩高科,D,0.6662
600208,新湖中宝,K,0.6772
600210,紫江企业,C,1.2296
600211,西藏药业,F,0.938
600212,江泉实业,S,1.3548
600213,亚星客车,C,1.9674
600215,长春经开,K,0.9903
600216,浙江医药,C,0.7325
600218,全柴动力,C,1.9895
600219,南山铝业,C,1.5067
600220,江苏阳光,C,1.192
600222,太龙药业,F,0.8975
600223,鲁商置业,K,1.5066
600225,*ST松江,K,1.3332
600226,瀚叶股份,C,1.7053
600227,赤天化,C,1.2933
600228,*ST昌九,C,0.1657
600229,城市传媒,C,1.0111
600230,沧州大化,C,1.7387
600231,凌钢股份,C,0.9002
