股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,0.3763
600005,武钢股份,C,0.9364
600006,东风汽车,C,-0.5396
600007,中国国贸,K,0.53
600008,首创股份,D,1.3092
600009,上海机场,G,0.4529
600010,包钢股份,C,0.9544
600017,日照港,G,0.1077
600018,上港集团,G,1.1448
600019,宝钢股份,C,1.3588
600020,中原高速,G,1.6881
600021,上海电力,D,1.3689
600022,山东钢铁,C,0.9424
600023,浙能电力,D,0.7686
600031,三一重工,C,1.7354
600033,福建高速,G,1.3203
600035,楚天高速,G,2.0725
600037,歌华有线,I,0.204
600038,中直股份,C,-0.2331
600048,保利地产,K,2.0751
600050,中国联通,I,2.0371
600051,宁波联合,F,0.0497
600052,浙江广厦,K,-0.3562
600055,万东医疗,C,0.041
600056,中国医药,C,0.4464
600057,象屿股份,L,0.3726
600059,古越龙山,C,0.3097
600060,海信电器,C,0.2074
600062,华润双鹤,C,0.0604
600063,皖维高新,C,0.5247
600064,南京高科,K,1.4116
600066,宇通客车,C,0.4074
600067,冠城大通,K,1.0279
600069,银鸽投资,C,0.0521
600070,浙江富润,C,0.075
600071,凤凰光学,C,0.1784
600076,康欣新材,C,-1.2053
600077,宋都股份,K,0.0983
600079,人福医药,C,0.3053
600080,金花股份,C,0.3308
600081,东风科技,C,-0.0856
600082,海泰发展,S,-0.1191
600083,博信股份,C,-0.7355
600084,中葡股份,C,-0.7742
600085,同仁堂,C,0.8531
600086,东方金钰,C,-0.8493
600088,中视传媒,R,0.1669
600089,特变电工,C,1.2264
600091,ST明科,C,1.6168
600093,易见股份,C,-0.2598
600095,哈高科,C,0.3236
600096,云天化,C,0.7441
600098,广州发展,D,0.6591
600100,同方股份,C,0.2195
600101,明星电力,D,0.5507
600103,青山纸业,C,1.4563
600104,上汽集团,C,0.476
600105,永鼎股份,C,1.6371
600107,美尔雅,C,-0.0366
600108,亚盛集团,A,0.5758
600111,北方稀土,C,0.9826
600112,*ST天成,C,0.1362
600114,东睦股份,C,0.0738
600116,三峡水利,D,0.6328
600117,西宁特钢,C,0.1051
600118,中国卫星,C,1.2639
600119,长江投资,G,-0.1406
600120,浙江东方,F,-0.0216
600121,*ST郑煤,B,0.7062
600122,宏图高科,F,1.3967
600123,兰花科创,B,0.5823
600125,铁龙物流,G,0.5928
600126,杭钢股份,C,1.1463
600127,金健米业,C,0.168
600128,弘业股份,F,-0.2094
600129,太极集团,C,0.1913
600130,波导股份,C,-0.7771
600131,岷江水电,D,0.3875
600132,重庆啤酒,C,0.6096
600135,乐凯胶片,C,-0.0891
600138,中青旅,L,0.5493
600143,金发科技,C,0.5712
600148,长春一东,C,-0.2616
600149,*ST坊展,S,0.3562
600150,中国船舶,C,0.7002
600152,维科精华,C,0.2064
600156,华升股份,C,0.4566
600157,永泰能源,B,0.8519
600158,中体产业,K,0.225
600159,大龙地产,K,0.6501
600160,巨化股份,C,0.0547
600161,天坛生物,C,0.1817
600162,香江控股,K,0.2063
600163,中闽能源,C,1.7661
600166,福田汽车,C,0.415
600168,武汉控股,D,0.9691
600169,太原重工,C,1.5383
600171,上海贝岭,C,0.0555
600172,黄河旋风,C,-0.2504
600173,卧龙地产,K,1.2699
600176,中国巨石,C,1.0869
600177,雅戈尔,C,1.3452
600178,东安动力,C,0.1782
600179,安通控股,C,1.9135
600180,瑞茂通,F,0.5169
600182,S佳通,C,0.4516
600183,生益科技,C,0.7479
600184,光电股份,C,0.6619
600185,格力地产,K,0.7035
600187,国中水务,D,0.6779
600192,长城电工,C,-0.4374
600197,伊力特,C,0.4739
600198,大唐电信,C,-0.2662
600199,金种子酒,C,0.6077
600200,江苏吴中,S,-0.1416
600201,生物股份,C,-0.288
600203,福日电子,F,0.5829
600206,有研新材,C,0.4246
600208,新湖中宝,K,1.0397
600210,紫江企业,C,0.9223
600213,亚星客车,C,0.0697
600215,长春经开,K,0.6164
600216,浙江医药,C,0.381
600218,全柴动力,C,0.0001
600220,江苏阳光,C,0.7968
600222,太龙药业,C,0.2004
600223,鲁商置业,K,1.0427
600225,*ST松江,K,-0.242
600227,赤天化,C,3.0394
600228,*ST昌九,C,0.1676
600229,城市传媒,C,1.5535
600230,沧州大化,C,0.1304
600231,凌钢股份,C,0.0149
600232,金鹰股份,C,-1.7882
600233,圆通速递,C,0.5516
600234,ST山水,C,-0.2252
600235,民丰特纸,C,0.5038
600236,桂冠电力,D,0.069
600239,云南城投,K,0.6504
600240,华业资本,K,1.7615
600241,时代万恒,F,0.4249
600247,ST成城,F,1.6666
600249,两面针,C,0.8613
600250,南纺股份,F,1.3325
600251,冠农股份,C,0.2277
600255,鑫科材料,C,0.0587
600256,广汇能源,B,0.3667
600257,大湖股份,A,-0.6304
600260,凯乐科技,S,0.017
600261,阳光照明,C,0.1249
600262,北方股份,C,0.4413
600265,ST景谷,A,-0.2642
600266,北京城建,K,1.938
600267,海正药业,C,0.5599
600268,国电南自,C,0.602
600269,赣粤高速,G,1.1985
600270,外运发展,G,0.0612
600271,航天信息,C,0.648
600273,嘉化能源,C,-0.2155
600275,*ST昌鱼,K,0.225
600276,恒瑞医药,C,0.4665
600278,东方创业,F,0.5175
600279,重庆港九,G,-0.0803
600281,太化股份,C,-0.2945
600282,南钢股份,C,0.7672
600283,钱江水利,D,0.3267
600285,羚锐制药,C,0.734
600287,江苏舜天,F,0.3943
600288,大恒科技,C,0.9958
600289,亿阳信通,I,0.5865
600290,华仪电气,C,0.5932
600292,远达环保,N,0.2967
600293,三峡新材,C,-0.5349
600298,安琪酵母,C,-0.3209
600299,安迪苏,C,0.0098
600300,维维股份,C,-0.1089
600301,ST南化,C,-0.3229
600302,标准股份,C,0.4882
600303,曙光股份,C,-0.1534
600305,恒顺醋业,C,0.4249
600307,酒钢宏兴,C,1.0471
600308,华泰股份,C,0.5068
600309,万华化学,C,0.7319
600311,荣华实业,B,0.5747
600313,农发种业,F,0.0869
600316,洪都航空,C,0.277
600317,营口港,G,0.007
600321,国栋建设,C,1.1737
600322,天房发展,K,0.7561
600323,瀚蓝环境,D,0.4475
600325,华发股份,K,0.2014
600327,大东方,F,0.266
600328,兰太实业,C,0.1387
600329,中新药业,C,0.2269
600330,天通股份,C,0.0275
600331,宏达股份,C,0.2549
600336,澳柯玛,C,0.38
600337,美克家居,C,0.3612
600338,西藏珠峰,C,-0.272
600339,中油工程,C,0.2889
600340,华夏幸福,K,0.8264
600343,航天动力,C,0.0669
600345,长江通信,C,0.2262
600348,阳泉煤业,B,0.8926
600350,山东高速,G,1.1038
600351,亚宝药业,C,0.1199
600352,浙江龙盛,C,0.8707
600353,旭光股份,C,0.5717
600354,敦煌种业,A,0.3156
600358,国旅联合,L,-0.0103
600359,新农开发,A,-0.13
600360,华微电子,C,0.1647
600361,华联综超,F,0.5474
600363,联创光电,C,0.1223
600367,红星发展,C,0.1335
600368,五洲交通,G,0.2792
600370,三房巷,C,0.2555
600371,万向德农,A,0.858
600372,中航电子,C,0.5796
600373,中文传媒,R,-0.1584
600375,华菱星马,C,0.4584
600376,首开股份,K,0.7904
600378,天科股份,C,0.194
600379,宝光股份,C,0.715
600380,健康元,C,1.6634
600381,青海春天,C,0.4037
600382,广东明珠,F,0.3
600383,金地集团,K,1.4222
600385,山东金泰,C,-0.659
600386,北巴传媒,F,-0.0912
600387,海越股份,F,0.0186
600388,龙净环保,C,0.9985
600389,江山股份,C,-0.0964
600390,五矿资本,C,0.0263
600391,航发科技,C,0.8035
600396,金山股份,D,0.4307
600397,安源煤业,B,1.2289
600398,海澜之家,C,-0.3511
600399,抚顺特钢,C,0.9835
600400,红豆股份,C,-0.0555
600401,*ST海润,C,0.0031
600403,*ST大有,B,0.1498
600406,国电南瑞,I,0.5164
600409,三友化工,C,-0.5385
600415,小商品城,L,0.8335
600418,江淮汽车,C,0.3296
600419,天润乳业,C,-0.0907
600420,现代制药,C,0.1789
600421,仰帆控股,C,0.6699
600422,昆药集团,C,0.0858
600423,*ST柳化,C,0.858
600425,*ST青松,C,0.7129
600426,华鲁恒升,C,0.2181
600433,冠豪高新,C,-0.0213
600435,北方导航,C,0.0121
600436,片仔癀,C,0.3517
600438,通威股份,C,-0.2628
600439,瑞贝卡,C,0.2573
600444,国机通用,C,-0.3078
600449,宁夏建材,C,0.7538
600452,涪陵电力,D,0.4274
600455,博通股份,S,-0.0519
600456,宝钛股份,C,0.1334
600458,时代新材,C,1.2807
600459,贵研铂业,C,0.5606
600460,士兰微,C,-0.0244
600467,好当家,A,0.4169
600468,百利电气,C,0.385
600469,风神股份,C,0.138
600470,六国化工,C,0.4417
600475,华光股份,C,0.2162
600476,湘邮科技,I,-0.262
600479,千金药业,C,0.137
600480,凌云股份,C,-0.8658
600481,双良节能,C,0.7626
600483,福能股份,D,0.3045
600485,信威集团,C,0.4194
600486,扬农化工,C,0.427
600487,亨通光电,C,0.5102
600488,天药股份,C,0.3789
600489,中金黄金,B,1.0105
600493,凤竹纺织,C,0.0025
600495,晋西车轴,C,0.1443
600497,驰宏锌锗,B,0.7788
600498,烽火通信,C,0.6125
600500,中化国际,C,0.3401
600501,航天晨光,C,-0.0879
600503,华丽家族,K,-0.8289
600505,西昌电力,D,0.2292
600506,香梨股份,A,0.2544
600507,方大特钢,C,0.7427
600508,上海能源,B,0.3303
600509,天富能源,D,0.1227
600510,黑牡丹,K,0.4314
600511,国药股份,F,-0.1583
600513,联环药业,C,0.9857
600516,方大炭素,C,-0.1579
600517,置信电气,C,-0.0858
600518,康美药业,C,0.5983
600519,贵州茅台,C,1.0151
600521,华海药业,C,0.1032
600522,中天科技,C,-0.1751
600523,贵航股份,C,-0.3806
600526,菲达环保,C,0.4562
600527,江南高纤,C,0.2779
600529,山东药玻,C,-0.0064
600535,天士力,C,0.1265
600536,中国软件,I,0.1084
600537,亿晶光电,C,0.0167
600538,国发股份,C,-0.6929
600539,狮头股份,C,0.1121
600540,*ST新赛,A,-0.0458
600543,莫高股份,C,0.3349
600546,山煤国际,F,0.9264
600549,厦门钨业,C,0.7949
600550,保变电气,C,-0.0549
600551,时代出版,R,0.2382
600552,凯盛科技,C,1.722
600556,ST慧球,C,1.112
600557,康缘药业,C,-0.0362
600559,老白干酒,C,2.2347
600560,金自天正,C,0.533
600562,国睿科技,C,1.0838
600563,法拉电子,C,0.239
600566,济川药业,C,-0.1857
600567,山鹰纸业,C,0.4087
600569,安阳钢铁,C,1.2818
600570,恒生电子,I,0.5588
600571,信雅达,I,1.4623
600572,康恩贝,C,0.6547
600573,惠泉啤酒,C,0.1303
600577,精达股份,C,0.0991
600578,京能电力,D,1.2451
600580,卧龙电气,C,0.2359
600581,八一钢铁,C,0.3302
600582,天地科技,C,1.2381
600583,海油工程,B,0.7147
600584,长电科技,C,0.5656
600586,金晶科技,C,0.7475
600588,用友网络,I,-0.1151
600592,龙溪股份,C,-0.0158
600594,益佰制药,C,0.2166
600596,新安股份,C,0.1101
600597,光明乳业,C,0.1765
600598,北大荒,A,0.4692
600601,方正科技,C,0.6069
600605,汇通能源,F,-0.4152
600606,绿地控股,K,2.4098
600608,*ST沪科,C,-0.0529
600615,丰华股份,C,0.3565
600616,金枫酒业,C,0.2915
600621,华鑫股份,K,0.4214
600624,复旦复华,S,-0.2128
600628,新世界,F,-0.0449
600629,华建集团,C,0.9766
600630,龙头股份,C,0.2492
600636,*ST爱富,C,-0.0534
600637,东方明珠,I,1.4755
600638,新黄浦,K,0.3907
600640,号百控股,L,-0.5097
600642,申能股份,D,1.0676
600644,乐山电力,D,0.5888
600647,同达创业,K,0.6808
600649,城投控股,K,0.3741
600651,飞乐音响,C,-0.5768
600653,申华控股,F,0.7321
600655,豫园商城,F,1.068
600657,信达地产,K,1.8107
600658,电子城,K,-0.0672
600661,新南洋,P,-0.1283
600662,强生控股,G,0.2221
600664,哈药股份,C,0.1965
600665,天地源,K,2.1717
600667,太极实业,C,-0.0587
600668,尖峰集团,C,0.2837
600673,东阳光科,C,0.1702
600674,川投能源,D,0.6474
600675,中华企业,K,0.6366
600677,航天通信,F,-0.0574
600678,四川金顶,C,2.7513
600683,京投发展,K,0.3546
600684,珠江实业,K,0.5778
600686,金龙汽车,C,-0.1225
600687,刚泰控股,C,0.8595
600690,青岛海尔,C,0.2975
600692,亚通股份,G,-0.2386
600693,东百集团,F,0.4079
600694,大商股份,F,1.144
600696,*ST匹凸,K,-0.3924
600697,欧亚集团,F,1.0428
600699,均胜电子,C,-0.2486
600701,工大高新,S,2.0795
600703,三安光电,C,-0.356
600704,物产中大,F,1.2795
600706,曲江文旅,N,0.3206
600708,光明地产,G,0.6568
600711,盛屯矿业,B,-0.1325
600712,南宁百货,F,0.2243
600713,南京医药,F,-0.0603
600714,金瑞矿业,B,0.4128
600715,文投控股,C,-0.0817
600716,凤凰股份,K,0.8903
600717,天津港,G,0.4033
600718,东软集团,I,0.3687
600720,祁连山,C,0.8157
600723,首商股份,F,0.4447
600724,宁波富达,K,0.5398
600725,ST云维,C,2.2475
600727,鲁北化工,C,0.7455
600728,佳都科技,I,0.3127
600730,中国高科,K,0.1032
600731,湖南海利,C,0.5313
600733,S*ST前锋,K,0.5107
600737,中粮糖业,C,0.3795
600738,兰州民百,F,0.254
600740,山西焦化,C,0.4246
600741,华域汽车,C,0.1047
600742,一汽富维,C,0.2953
600743,华远地产,K,0.8651
600744,华银电力,D,0.106
600746,江苏索普,C,-0.3979
600747,*ST大控,K,-0.4443
600748,上实发展,K,1.2538
600749,西藏旅游,N,2.809
600750,江中药业,C,-0.218
600755,厦门国贸,F,0.6269
600756,浪潮软件,I,-1.3195
600757,长江传媒,R,0.3227
600758,红阳能源,D,0.1
600760,中航黑豹,C,-0.5145
600761,安徽合力,C,0.9175
600764,中电广通,I,0.6062
600765,中航重机,C,-0.227
600766,园城黄金,B,0.5995
600768,宁波富邦,C,-0.1233
600769,祥龙电业,C,0.0937
600770,综艺股份,I,0.1103
600771,广誉远,C,0.9414
600773,西藏城投,K,0.3743
600774,汉商集团,F,0.4944
600779,水井坊,C,0.4003
600780,通宝能源,D,0.7844
600782,新钢股份,C,1.3276
600783,鲁信创投,S,1.0668
600784,鲁银投资,S,0.3415
600787,中储股份,G,-0.2273
600789,鲁抗医药,C,-0.423
600791,京能置业,K,0.7194
600792,云煤能源,C,1.2303
600794,保税科技,G,0.4358
600795,国电电力,D,1.9243
600796,钱江生化,C,0.4538
600797,浙大网新,I,-2.4153
600798,宁波海运,G,1.0147
600800,天津磁卡,C,0.2256
600802,福建水泥,C,0.5967
600803,新奥股份,C,0.379
600804,鹏博士,I,0.3382
600805,悦达投资,S,0.2377
600809,山西汾酒,C,0.4241
600810,神马股份,C,0.3693
600811,东方集团,F,1.0253
600812,华北制药,C,-0.0664
600814,杭州解百,F,0.4662
600815,*ST厦工,C,1.2669
600821,津劝业,F,1.0066
600823,世茂股份,K,1.0281
600824,益民集团,F,0.6534
600825,新华传媒,R,-0.2535
600826,兰生股份,F,0.4517
600829,人民同泰,C,0.3842
600830,香溢融通,F,0.3474
600831,广电网络,I,-0.1764
600833,第一医药,F,0.5579
600834,申通地铁,G,0.1399
600836,界龙实业,C,-0.1288
600838,上海九百,F,0.2344
600839,四川长虹,C,0.0736
600850,华东电脑,I,-0.0857
600854,春兰股份,C,0.2168
600855,航天长峰,C,0.5946
600857,宁波中百,F,0.1866
600858,银座股份,F,0.8066
600859,王府井,F,0.8683
600861,北京城乡,F,0.0811
600862,中航高科,K,-0.4615
600863,内蒙华电,D,0.9225
600864,哈投股份,D,1.7631
600865,百大集团,F,0.0654
600867,通化东宝,C,0.7051
600868,梅雁吉祥,D,0.7389
600873,梅花生物,C,0.7851
600877,*ST嘉陵,C,0.555
600881,亚泰集团,C,0.8339
600883,博闻科技,C,0.3585
600884,杉杉股份,C,0.4367
600885,宏发股份,C,-0.1991
600887,伊利股份,C,0.8685
600888,新疆众和,C,0.928
600889,南京化纤,C,0.447
600890,中房股份,K,0.1912
600891,秋林集团,F,0.0194
600892,大晟文化,F,-0.0457
600893,航发动力,C,0.7591
600894,广日股份,C,0.2125
600895,张江高科,S,0.4486
600896,览海投资,G,-0.6693
600897,厦门空港,G,0.4307
600960,渤海活塞,C,-0.4343
600961,株冶集团,C,0.7669
600962,国投中鲁,C,-0.2694
600963,岳阳林纸,C,-0.6148
600965,福成股份,A,-0.3776
600966,博汇纸业,C,-0.0647
600969,郴电国际,D,0.4918
600970,中材国际,C,1.4808
600971,恒源煤电,B,0.9181
600973,宝胜股份,C,0.1977
600975,新五丰,A,1.0627
600976,健民集团,F,0.2369
600979,广安爱众,D,-0.0474
600980,北矿科技,C,-0.0777
600981,汇鸿集团,F,0.5293
600982,宁波热电,D,-0.0281
600984,建设机械,C,0.7882
600985,雷鸣科化,C,0.2407
600987,航民股份,C,-0.0238
600992,贵绳股份,C,0.3152
600993,马应龙,F,0.085
600997,开滦股份,C,0.789
600998,九州通,F,0.2131
601000,唐山港,G,1.0435
601001,大同煤业,B,0.5525
601002,晋亿实业,C,0.4106
601006,大秦铁路,G,0.56
601007,金陵饭店,H,0.1218
601008,连云港,G,0.7019
601010,文峰股份,F,2.1362
601011,宝泰隆,C,0.4551
601012,隆基股份,C,1.0153
601028,玉龙股份,C,0.6913
601058,赛轮金宇,C,-0.3125
601098,中南传媒,R,0.7139
601101,昊华能源,B,0.8217
601106,*ST一重,C,3.3887
601113,华鼎股份,C,1.0044
601116,三江购物,F,0.2831
601118,海南橡胶,A,0.6834
601126,四方股份,C,0.3662
601137,博威合金,C,0.0755
601139,深圳燃气,D,0.2475
601158,重庆水务,D,1.1519
601168,西部矿业,B,1.1904
601177,杭齿前进,C,0.6412
601179,中国西电,C,1.916
601188,龙江交通,G,1.191
601199,江南水务,D,0.6323
601208,东材科技,C,-0.1764
601218,吉鑫科技,C,-0.1383
601222,林洋能源,C,0.1026
601225,陕西煤业,B,1.2177
601231,环旭电子,C,-0.1347
601233,桐昆股份,C,1.4321
601258,庞大集团,F,0.363
601313,江南嘉捷,C,0.0213
601339,百隆东方,C,0.4922
601369,陕鼓动力,C,0.8351
601515,东风股份,C,0.144
601518,吉林高速,G,0.7837
601519,*ST智慧,I,0.8295
601558,*ST锐电,C,0.1849
601566,九牧王,C,0.4603
601567,三星医疗,C,0.7495
601608,中信重工,C,0.8981
601616,广电电气,C,0.6513
601636,旗滨集团,C,0.4836
601666,平煤股份,B,0.8907
601677,明泰铝业,C,0.3431
601678,滨化股份,C,0.4951
601699,潞安环能,B,0.8538
601700,风范股份,C,-0.1279
601777,力帆股份,C,0.6685
601798,蓝科高新,C,0.2462
601799,星宇股份,C,-0.3321
601801,皖新传媒,R,-0.2506
601872,招商轮船,G,1.3757
601888,中国国旅,L,-0.3908
601890,亚星锚链,C,0.2506
601908,京运通,C,0.026
601918,新集能源,B,0.2718
601928,凤凰传媒,R,0.4033
601929,吉视传媒,I,0.025
601933,永辉超市,F,0.5141
601958,金钼股份,B,1.1856
601965,中国汽研,C,0.3111
601989,中国重工,C,1.9616
601996,丰林集团,C,-0.1968
601999,出版传媒,R,-0.4755
603000,人民网,I,-0.1687
603001,奥康国际,C,0.3523
603002,宏昌电子,C,0.5303
603005,晶方科技,C,-0.5513
603008,喜临门,C,1.3662
603077,和邦生物,C,0.3781
603123,翠微股份,F,0.2811
603167,渤海轮渡,G,-0.1931
603288,海天味业,C,0.2547
603308,应流股份,C,0.4844
603333,明星电缆,C,0.5386
603366,日出东方,C,-0.006
603399,新华龙,C,0.3387
603555,贵人鸟,C,1.0902
603699,纽威股份,C,0.1391
603766,隆鑫通用,C,0.0517
