股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,0.6128
600005,武钢股份,C,0.487
600006,东风汽车,C,1.3057
600007,中国国贸,L,0.7178
600008,首创股份,D,1.0644
600009,上海机场,G,0.5353
600010,包钢股份,C,0.8239
600017,日照港,G,0.7158
600018,上港集团,G,0.5438
600019,宝钢股份,C,0.5857
600020,中原高速,G,0.87
600021,上海电力,D,0.8093
600022,山东钢铁,C,1.0132
600031,三一重工,C,2.0966
600033,福建高速,G,0.7053
600035,楚天高速,G,0.8354
600037,歌华有线,I,1.0325
600038,中直股份,C,1.2972
600048,保利地产,K,0.913
600050,中国联通,I,0.8275
600051,宁波联合,S,1.5784
600052,浙江广厦,K,2.055
600055,万东医疗,C,1.5406
600056,中国医药,F,0.9177
600057,象屿股份,O,1.6025
600058,五矿发展,F,2.1326
600059,古越龙山,C,1.3153
600060,海信电器,C,2.2709
600062,华润双鹤,C,0.7762
600063,皖维高新,C,1.5429
600064,南京高科,K,1.9577
600066,宇通客车,C,1.0381
600067,冠城大通,C,2.0336
600069,银鸽投资,C,1.544
600070,浙江富润,C,1.607
600071,凤凰光学,C,1.549
600072,中船科技,C,1.8069
600073,上海梅林,C,0.9342
600074,保千里,C,0.8811
600075,新疆天业,C,1.1973
600076,康欣新材,C,1.0909
600077,宋都股份,K,1.3292
600078,澄星股份,C,1.4761
600079,人福医药,C,0.3487
600080,金花股份,C,0.681
600081,东风科技,C,2.0486
600082,海泰发展,K,1.921
600083,博信股份,C,0.7143
600084,中葡股份,C,0.6983
600085,同仁堂,C,0.2013
600086,东方金钰,C,1.7748
600087,退市长油,G,0.9786
600088,中视传媒,R,1.357
600089,特变电工,C,1.1988
600090,同济堂,C,1.5216
600091,ST明科,C,0.7747
600093,易见股份,C,0.9921
600095,哈高科,C,1.2937
600096,云天化,C,1.1965
600097,开创国际,A,1.2044
600098,广州发展,D,0.5369
600099,林海股份,C,1.4192
600101,明星电力,D,1.7444
600103,青山纸业,C,1.3735
600104,上汽集团,C,1.4098
600105,永鼎股份,C,1.3894
600106,重庆路桥,G,1.5719
600107,美尔雅,C,0.4789
600108,亚盛集团,A,0.9339
600111,北方稀土,C,1.0857
600112,*ST天成,C,0.943
600113,浙江东日,K,4.0838
600114,东睦股份,C,1.7523
600116,三峡水利,D,0.9988
600117,西宁特钢,C,1.692
600118,中国卫星,C,1.4064
600119,长江投资,S,1.7451
600120,浙江东方,F,1.8474
600121,*ST郑煤,B,1.417
600122,宏图高科,F,0.9953
600123,兰花科创,B,1.2304
600125,铁龙物流,G,1.2907
600126,杭钢股份,C,0.9945
600128,弘业股份,F,1.2832
600129,太极集团,C,1.059
600130,波导股份,C,1.1984
600131,岷江水电,D,1.6418
600132,重庆啤酒,C,2.0015
600133,东湖高新,S,1.6259
600135,乐凯胶片,C,1.8934
600137,浪莎股份,C,1.295
600138,中青旅,L,0.8556
600139,西部资源,B,1.6645
600141,兴发集团,C,1.5881
600143,金发科技,C,1.3454
600146,商赢环球,C,2.814
600148,长春一东,C,1.012
600149,*ST坊展,C,0.6453
600150,中国船舶,C,1.3669
600151,航天机电,C,1.4986
600152,维科精华,C,1.3541
600153,建发股份,F,2.0694
600156,华升股份,C,1.4771
600158,中体产业,O,1.5039
600159,大龙地产,K,1.3052
600160,巨化股份,C,1.4225
600161,天坛生物,C,0.8043
600162,香江控股,K,1.5762
600163,中闽能源,C,1.569
600165,新日恒力,C,0.3444
600166,福田汽车,C,1.6611
600167,联美控股,D,1.4869
600168,武汉控股,D,1.3175
600169,太原重工,C,1.5955
600171,上海贝岭,C,1.3793
600172,黄河旋风,C,0.9144
600173,卧龙地产,K,1.6784
600175,美都能源,S,1.4351
600176,中国巨石,C,2.0844
600177,雅戈尔,C,1.1293
600178,东安动力,C,1.2825
600179,安通控股,C,1.9158
600180,瑞茂通,A,1.4407
