股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
600004,白云机场,G,1.1454
600005,武钢股份,C,1.2757
600006,东风汽车,C,1.4536
600007,中国国贸,L,0.6508
600008,首创股份,N,0.5495
600010,包钢股份,C,2.0389
600017,日照港,G,1.1547
600018,上港集团,G,0.9043
600019,宝钢股份,C,0.98
600020,中原高速,G,0.9222
600022,山东钢铁,C,1.2072
600031,三一重工,C,2.5769
600033,福建高速,G,0.6004
600037,歌华有线,I,1.172
600038,中直股份,C,1.7483
600048,保利地产,K,1.727
600050,中国联通,I,0.322
600051,宁波联合,S,1.1233
600052,浙江广厦,K,1.6155
600053,九鼎投资,K,0.3121
600055,万东医疗,C,0.1554
600056,中国医药,F,0.65
600058,五矿发展,F,1.7914
600059,古越龙山,C,0.5061
600060,海信电器,C,1.5405
600062,华润双鹤,C,-0.3993
600063,皖维高新,C,1.3581
600064,南京高科,K,1.1599
600066,宇通客车,C,1.1806
600067,冠城大通,C,2.0693
600069,银鸽投资,C,0.8526
600070,浙江富润,C,0.3854
600071,凤凰光学,C,0.8
600072,中船科技,C,0.8418
600073,上海梅林,C,0.9383
600074,保千里,C,0.677
600075,新疆天业,A,0.754
600076,康欣新材,C,0.7663
600077,宋都股份,C,0.1043
600078,澄星股份,C,1.5019
600079,人福医药,C,-0.6394
600080,金花股份,C,0.142
600081,东风科技,C,1.6767
600082,海泰发展,K,1.8561
600083,博信股份,C,1.0063
600084,中葡股份,C,0.7081
600085,同仁堂,C,0.7693
600086,东方金钰,C,2.5269
600087,退市长油,G,1.0029
600088,中视传媒,R,1.1569
600089,特变电工,C,1.1532
600090,同济堂,C,0.9045
600091,ST明科,C,1.5487
600093,易见股份,C,1.184
600095,哈高科,C,3.6746
600096,云天化,C,1.7858
600097,开创国际,A,1.0433
600099,林海股份,C,1.5067
600100,同方股份,I,1.2257
600101,明星电力,D,1.9781
600102,莱钢股份,C,1.1094
600103,青山纸业,C,1.0801
600104,上汽集团,C,1.7032
600105,永鼎股份,C,1.4312
600106,重庆路桥,G,0.8352
600107,美尔雅,C,0.6006
600108,亚盛集团,A,0.2705
600110,诺德股份,C,0.8059
600111,北方稀土,C,1.3109
600112,*ST天成,C,0.4847
600113,浙江东日,C,0.5401
600114,东睦股份,C,0.6137
600116,三峡水利,D,-0.5126
600117,西宁特钢,C,2.5379
600118,中国卫星,C,1.1904
600119,长江投资,S,0.9224
600120,浙江东方,F,0.8803
600121,*ST郑煤,D,1.4961
600122,宏图高科,F,1.1791
600123,兰花科创,B,1.7886
600125,铁龙物流,G,0.6198
600126,杭钢股份,C,1.0261
600127,金健米业,C,0.7017
600128,弘业股份,F,1.5659
600129,太极集团,C,1.0745
600130,波导股份,C,0.1479
600131,岷江水电,D,0.9456
600132,重庆啤酒,C,0.9191
600135,乐凯胶片,C,0.8329
600136,当代明诚,S,1.3022
600137,浪莎股份,C,0.7736
600138,中青旅,L,0.6209
600139,西部资源,B,1.1785
600141,兴发集团,C,1.9514
600143,金发科技,C,1.3546
600146,商赢环球,C,2.1295
600148,长春一东,C,0.6476
600149,*ST坊展,C,0.2132
600150,中国船舶,C,0.7296
600151,航天机电,C,2.292
600152,维科精华,C,0.0496
600153,建发股份,F,1.6761
600156,华升股份,C,0.5216
600157,永泰能源,S,1.5322
600158,中体产业,O,1.4314
600159,大龙地产,C,1.4725
600160,巨化股份,C,1.3425
600161,天坛生物,C,0.5942
600162,香江控股,K,1.344
600163,中闽能源,C,0.8856
600165,新日恒力,C,0.6327
600167,联美控股,K,-0.1454
600168,武汉控股,D,1.095
600169,太原重工,C,0.8908
600171,上海贝岭,C,1.1189
600172,黄河旋风,C,1.4433
600173,卧龙地产,K,1.0129
600175,美都能源,K,1.966
600176,中国巨石,C,1.1303
600177,雅戈尔,C,1.2925
600178,东安动力,C,1.7035
600179,安通控股,C,1.9189
600182,S佳通,C,0.5231
600183,生益科技,C,1.4365
600184,光电股份,C,1.2181
600185,格力地产,G,1.3985
600186,莲花健康,C,1.5217
600187,国中水务,D,0.3431
600189,吉林森工,A,0.6741
600191,华资实业,C,1.2278
600192,长城电工,C,0.881
600193,创兴资源,S,1.6765
600195,中牧股份,C,0.1723
600197,伊力特,C,0.6064
600198,大唐电信,C,1.2852
600199,金种子酒,C,0.8341
600200,江苏吴中,C,-0.2044
600201,生物股份,C,0.5037
600202,哈空调,C,1.3925
600206,有研新材,C,1.6996
600207,安彩高科,C,1.1272
600209,罗顿发展,S,0.6944
600210,紫江企业,C,0.9017
600211,西藏药业,C,0.3658
600212,江泉实业,D,0.4679
600213,亚星客车,C,0.3298
600215,长春经开,K,0.7832
600217,中再资环,C,0.6206
600218,全柴动力,C,2.7942
600219,南山铝业,C,1.7297
600220,江苏阳光,C,1.0754
600222,太龙药业,C,0.5588
600223,鲁商置业,K,1.8035
600225,*ST松江,K,1.4119
600226,瀚叶股份,C,1.0257
600227,赤天化,C,1.5052
600228,*ST昌九,C,1.1783
600229,城市传媒,C,0.0323
600230,沧州大化,C,1.4862
600231,凌钢股份,C,1.9255
600232,金鹰股份,C,0.6429
600233,圆通速递,C,0.9652
600234,ST山水,F,0.7616
600235,民丰特纸,C,1.1809
600236,桂冠电力,N,0.8496
600237,铜峰电子,C,0.7447
600238,海南椰岛,C,0.6011
600239,云南城投,K,0.9295
600240,华业资本,K,1.346
600241,时代万恒,C,1.0106
600242,中昌数据,A,-0.2527
600243,青海华鼎,C,0.4138
600246,万通地产,K,1.3318
600247,ST成城,F,1.1171
600248,延长化建,A,0.5059
600249,两面针,C,1.1877
600250,南纺股份,F,1.2327
600251,冠农股份,A,1.7207
600252,中恒集团,C,-0.8773
600253,天方药业,C,0.9255
600255,鑫科材料,C,1.8464
600256,广汇能源,K,0.4183
600258,首旅酒店,H,0.6658
600259,广晟有色,B,3.0267
600260,凯乐科技,C,0.6194
600261,阳光照明,C,-0.1592
600262,北方股份,C,1.6045
600265,ST景谷,A,0.7922
600267,海正药业,C,-0.3439
600268,国电南自,C,0.8072
600269,赣粤高速,G,1.113
600270,外运发展,G,1.4541
600273,嘉化能源,C,1.401
600275,*ST昌鱼,A,0.5377
600276,恒瑞医药,C,-0.2812
600277,亿利洁能,C,1.4503
600278,东方创业,F,1.2816
600279,重庆港九,G,1.3572
600280,中央商场,F,0.1611
600281,太化股份,C,1.4957
600282,南钢股份,C,1.0761
600283,钱江水利,D,0.2033
600285,羚锐制药,C,-0.0236
600287,江苏舜天,F,0.8447
600288,大恒科技,C,0.6516
600289,亿阳信通,I,1.5904
600290,华仪电气,C,0.7637
600292,远达环保,D,1.7846
600293,三峡新材,C,0.725
600297,广汇汽车,C,0.7564
600298,安琪酵母,C,-0.263
600299,安迪苏,C,2.0262
600300,维维股份,C,1.1104
600301,ST南化,C,0.669
600302,标准股份,C,0.5924
600303,曙光股份,C,0.7782
600305,恒顺醋业,C,0.0583
600306,商业城,F,0.6752
600307,酒钢宏兴,C,1.8804
600308,华泰股份,C,1.4075
600309,万华化学,C,1.5285
600310,桂东电力,D,0.6045
600311,荣华实业,C,2.5848
600312,平高电气,C,0.3554
600316,洪都航空,C,2.8875
600317,营口港,G,0.9667
600319,亚星化学,C,1.0779
600321,国栋建设,C,0.4018
600322,天房发展,K,1.458
600323,瀚蓝环境,D,0.6037
600325,华发股份,K,1.3809
600326,西藏天路,G,2.5784
600327,大东方,F,1.0378
600329,中新药业,C,0.5064
600330,天通股份,C,1.3958
600331,宏达股份,C,1.7197
600333,长春燃气,D,1.7193
600335,国机汽车,C,1.7843
600336,澳柯玛,C,1.0755
600337,美克家居,C,0.0933
600339,中油工程,C,1.2249
600340,华夏幸福,C,-0.1329
600343,航天动力,C,2.494
600345,长江通信,C,0.8248
600346,恒力股份,C,0.3308
600348,阳泉煤业,B,3.7103
600350,山东高速,N,0.6129
600351,亚宝药业,C,0.7916
600352,浙江龙盛,C,1.2547
600353,旭光股份,C,0.5483
600354,敦煌种业,A,1.4957
600355,精伦电子,C,1.0091
600356,恒丰纸业,C,1.1014
600358,国旅联合,L,0.9017
600359,新农开发,A,1.3008
600360,华微电子,C,0.9827
600361,华联综超,F,1.0428
600365,通葡股份,C,0.4416
600366,宁波韵升,C,2.6411
600367,红星发展,C,2.5081
600368,五洲交通,G,1.0639
600370,三房巷,C,0.8173
600371,万向德农,C,1.3426
600372,中航电子,C,1.2726
600373,中文传媒,R,0.8745
600375,华菱星马,C,2.6361
600376,首开股份,K,2.255
600378,天科股份,C,0.493
600379,宝光股份,C,1.269
600380,健康元,C,1.1996
600381,青海春天,C,0.6226
600382,广东明珠,C,0.9266
600383,金地集团,K,1.1575
600385,山东金泰,C,0.4297
600386,北巴传媒,G,1.1618
600387,海越股份,G,0.7454
600388,龙净环保,C,0.8252
600389,江山股份,C,1.3879
600390,五矿资本,C,2.4723
600391,航发科技,C,1.8246
600392,盛和资源,I,0.8684
600393,粤泰股份,K,1.032
600395,盘江股份,B,2.058
600396,金山股份,D,0.7411
600397,安源煤业,C,0.9928
600398,海澜之家,C,0.4468
600399,抚顺特钢,C,0.9007
600400,红豆股份,C,1.336
600403,*ST大有,I,2.2119
600405,动力源,C,1.7249
600406,国电南瑞,I,-0.5706
600408,安泰集团,C,0.8945
600409,三友化工,C,0.8301
600410,华胜天成,I,2.2389
600415,小商品城,S,0.0065
600416,湘电股份,C,1.1613
600418,江淮汽车,C,2.6201
600419,天润乳业,C,0.7377
600420,现代制药,C,0.2679
600421,仰帆控股,C,0.4275
600422,昆药集团,C,0.5055
600423,*ST柳化,C,1.9468
600425,*ST青松,C,0.3726
600426,华鲁恒升,C,1.9062
600428,中远海特,G,1.0482
600429,三元股份,C,-0.0103
