item_id,item_name,item_type,beta
510010,交银治理ETF,3,1.05112415754
510020,博时超大ETF,3,0.997144395895
510030,华宝价值ETF,3,0.973811718502
510050,华夏50ETF,3,1.02303332935
510060,工银央企ETF,3,0.883097266215
510070,鹏华民企ETF,3,1.00514576952
510090,建信责任ETF,3,1.07614058651
510110,海富通周期ETF,3,1.04754531504
510120,海富通非周期ETF,3,0.838836899634
510130,易方达中盘ETF,3,0.976401776481
510150,招商消费ETF,3,0.777960803549
510160,南方小康ETF,3,0.902622602963
510170,国联安商品ETF,3,1.03201701201
510180,华安180ETF,3,1.00784322137
510190,华安龙头ETF,3,0.92495676326
510210,富国综指ETF,3,0.843052806375
510220,华泰中小ETF,3,0.949043947612
510230,国泰金融ETF,3,1.10750729133
510260,诺安上证新兴ETF,3,0.984382206569
510270,中银国企ETF,3,0.983607190026
510280,华宝成长ETF,3,1.02988111238
510290,南方上证380ETF,3,0.927782024678
510880,华泰红利ETF,3,0.974085390163
