item_id,item_name,item_type,beta
159901,易方达深100ETF,3,1.06684743854
159902,华夏中小板ETF,3,1.01836262805
159903,南方深成ETF,3,1.0274688506
159905,工银深红利ETF,3,1.04605405279
159906,大成深成长ETF,3,0.8757258465
160105,南方积配,2,0.658281790798
160106,南方高增,2,0.818622789186
160119J,南方500,2,1.07419845735
160211,国泰小盘,2,0.839462302541
160215,国泰价值,2,0.887341701982
160311,华夏蓝筹,2,0.861835662456
160314,华夏行业,2,0.842173592016
160505,博时主题,2,0.760189357012
160607,鹏华价值,2,0.807820133929
160610,鹏华动力,2,0.70419099613
160611,鹏华治理,2,0.865917193191
160613,鹏华创新,2,0.842077999464
160615,鹏华300,2,0.951650580263
160616,鹏华500,2,1.06645255424
160617,鹏华丰润,2,0.0135369688579
160706J,嘉实300,2,0.946430925282
160716,嘉实中证50,2,0.798584564699
160717,嘉实恒生H股,2,0.825588547214
160805,长盛同智,2,0.775117581634
160807,长盛300,2,0.926799207736
160910,大成创新,2,0.862909791381
160915,大成景丰,2,0.169995095407
161005,富国天惠A,2,0.831177400382
161010,富国天丰,2,0.0262084980087
161115,易方达岁丰,2,0.0702396890147
161211J,国投金融,2,0.885443365167
161213,国投消费,2,0.856668045007
161607,融通巨潮,2,0.917914784345
161610,融通领先,2,0.830462043425
161706,招商成长,2,0.81865737518
161714,招商金砖,2,0.451242632028
161810,银华内需,2,0.926418558986
161811J,银华300,2,0.949890006966
161813,银华信用,2,0.0274060968528
161903J,万家公用,2,0.787829893288
162006,长城久富,2,0.756416861702
162207,泰达效率,2,0.593544796634
162307,海富通100,2,0.902354716816
162605,景顺鼎益,2,0.762895592954
162607,景顺资源,2,0.886793344252
162703,广发小盘,2,0.997793144792
162711,广发500ETF联接A,2,1.05350537877
163001J,长信100,2,0.881981889212
163302,大摩资源,2,0.586420026218
163402,兴全趋势,2,0.662265917326
163407,兴全300,2,0.910474448552
163503,天治核心,2,0.863579948115
163801,中银中国,2,0.562543323997
164105,华富强债,2,0.0996616766163
164205J,天弘深成,2,0.960039554568
165309,建信300,2,0.947193838212
165508,信诚深度,2,0.687693218549
165509,信诚强债,2,0.0569316571915
166001,中欧新趋势A,2,0.784421986157
166006J,中欧小盘,2,0.879158669531
166007,中欧300A,2,0.938681030105
166008,中欧强债A,2,0.0415022606827
