01
600004,600006,600007,600009,600010,600017,600018,600019,600020,600021,600031,600033,600035,600037,600038,600048,600050,600051,600052,600053,600055,600056,600058,600059,600060,600062,600063,600064,600066,600067,600069,600070,600071,600072,600073,600074,600075,600076,600077,600078,600079,600080,600081,600082,600083,600084,600085,600087,600088,600089,600090,600091,600093,600095,600096,600097,600098,600099,600100,600103,600105,600107,600108,600110,600111,600112,600113,600114,600116,600117,600118,600119,600120,600121,600122,600123,600125,600126,600127,600128,600129,600130,600131,600132,600135,600136,600137,600138,600139,600141,600143,600146,600148,600149,600150,600151,600152,600153,600156,600158,600159,600160,600161,600162,600163,600166,600167,600168,600169,600171,600172,600173,600175,600176,600177,600178,600179,600180,600182,600183,600184,600185,600186,600187,600189,600191,600192,600193,600195,600197,600198,600199,600200,600201,600202,600203,600206,600207,600208,600209,600210,600211,600212,600213,600215,600216,600217,600219,600220,600222,600223,600225,600227,600228,600229,600230,600231,600232,600233,600234,600235,600236,600237,600238,600239,600240,600241,600242,600243,600246,600247,600248,600249,600250,600251,600252,600253,600255,600256,600257,600258,600259,600260,600261,600262,600265,600267,600268,600269,600270,600271,600275,600276,600277,600278,600280,600281,600282,600283,600285,600287,600288,600289,600290,600292,600293,600297,600298,600299,600300,600301,600302,600303,600305,600306,600307,600308,600309,600310,600311,600312,600316,600317,600319,600321,600322,600323,600325,600326,600327,600328,600329,600330,600331,600333,600335,600336,600337,600339,600340,600343,600345,600346,600348,600350,600351,600352,600353,600354,600355,600356,600358,600359,600360,600361,600363,600365,600366,600367,600368,600370,600371,600372,600373,600375,600376,600378,600379,600381,600382,600383,600385,600386,600387,600388,600389,600390,600391,600392,600393,600395,600396,600397,600398,600399,600400,600403,600406,600408,600409,600410,600415,600416,600418,600419,600420,600421,600422,600423,600426,600428,600429,600432,600433,600435,600436,600438,600439,600444,600446,600448,600449,600452,600455,600456,600458,600459,600460,600461,600462,600463,600466,600467,600468,600469,600470,600475,600478,600479,600480,600481,600482,600483,600485,600486,600487,600488,600489,600493,600495,600498,600499,600500,600501,600503,600506,600507,600508,600509,600510,600511,600513,600515,600516,600517,600519,600520,600521,600522,600523,600525,600526,600527,600529,600530,600531,600533,600535,600536,600537,600538,600539,600540,600543,600546,600547,600549,600550,600551,600552,600557,600558,600559,600560,600561,600562,600563,600565,600566,600567,600568,600569,600570,600571,600572,600573,600575,600576,600577,600578,600579,600580,600581,600582,600583,600584,600586,600587,600588,600589,600590,600592,600593,600594,600595,600596,600597,600598,600601,600603,600605,600606,600608,600609,600615,600616,600620,600621,600622,600624,600626,600628,600629,600630,600631,600634,600636,600638,600640,600641,600642,600644,600645,600647,600649,600651,600652,600653,600654,600655,600656,600657,600658,600661,600662,600665,600666,600667,600668,600671,600673,600674,600675,600676,600677,600678,600682,600683,600684,600686,600687,600690,600691,600692,600693,600694,600696,600697,600701,600702,600703,600704,600706,600708,600710,600711,600712,600713,600714,600715,600716,600717,600718,600719,600720,600721,600722,600724,600725,600728,600730,600731,600732,600733,600734,600735,600736,600737,600738,600739,600740,600742,600743,600744,600745,600746,600747,600748,600749,600750,600753,600755,600756,600758,600759,600760,600761,600763,600764,600765,600766,600767,600768,600769,600770,600771,600773,600774,600777,600778,600779,600780,600781,600782,600783,600784,600785,600789,600790,600791,600792,600793,600794,600795,600796,600797,600798,600800,600802,600803,600804,600805,600807,600809,600811,600812,600814,600815,600821,600823,600824,600825,600826,600828,600830,600831,600832,600833,600834,600836,600838,600839,600846,600847,600850,600854,600855,600856,600857,600858,600859,600861,600862,600863,600864,600865,600866,600867,600868,600869,600870,600872,600873,600877,600879,600880,600881,600882,600883,600884,600885,600886,600887,600888,600889,600890,600892,600893,600895,600896,600897,600900,600960,600961,600962,600963,600965,600966,600967,600969,600971,600973,600975,600976,600978,600979,600980,600981,600982,600983,600984,600985,600987,600988,600990,600992,600993,600995,600997,601001,601002,601003,601006,601007,601008,601139,601168,601666,601699,601872,601888,601918,601958,601999
02
600004,600006,600007,600010,600017,600018,600019,600020,600031,600033,600037,600038,600048,600050,600051,600052,600053,600055,600056,600058,600059,600060,600062,600063,600064,600066,600067,600069,600070,600071,600072,600073,600074,600075,600076,600077,600078,600079,600080,600081,600082,600083,600084,600085,600086,600087,600088,600089,600090,600091,600093,600095,600096,600097,600099,600100,600103,600105,600107,600108,600110,600111,600112,600113,600114,600116,600117,600118,600119,600120,600121,600122,600123,600125,600126,600127,600128,600129,600130,600131,600132,600135,600136,600137,600138,600139,600141,600143,600146,600148,600149,600150,600151,600152,600153,600156,600158,600159,600160,600161,600162,600163,600165,600166,600167,600168,600169,600171,600172,600173,600175,600176,600177,600178,600179,600180,600182,600183,600184,600185,600186,600187,600189,600191,600192,600193,600195,600197,600198,600199,600200,600201,600202,600206,600207,600208,600209,600210,600211,600212,600213,600215,600217,600219,600220,600222,600223,600225,600226,600227,600228,600229,600230,600231,600232,600233,600234,600235,600236,600237,600238,600239,600240,600241,600242,600243,600246,600247,600248,600249,600250,600251,600252,600253,600255,600256,600258,600259,600260,600261,600262,600265,600267,600268,600269,600270,600271,600275,600276,600277,600278,600280,600281,600282,600283,600285,600287,600288,600289,600290,600292,600293,600297,600298,600299,600300,600301,600302,600303,600305,600306,600307,600308,600309,600310,600311,600312,600316,600317,600319,600321,600322,600323,600325,600326,600327,600329,600330,600331,600333,600335,600336,600337,600339,600340,600343,600345,600346,600348,600350,600351,600352,600353,600354,600355,600356,600358,600359,600360,600361,600365,600366,600367,600368,600370,600371,600372,600373,600375,600376,600378,600379,600381,600382,600383,600385,600386,600387,600388,600389,600390,600391,600392,600393,600395,600396,600397,600398,600399,600400,600403,600405,600406,600408,600409,600410,600415,600416,600418,600419,600420,600421,600422,600423,600426,600428,600429,600432,600433,600435,600436,600438,600439,600444,600446,600448,600449,600452,600456,600458,600459,600460,600461,600462,600463,600466,600467,600468,600469,600470,600475,600476,600478,600479,600480,600481,600482,600483,600485,600486,600487,600488,600489,600493,600495,600498,600499,600500,600501,600503,600505,600506,600507,600508,600509,600510,600511,600513,600515,600516,600517,600518,600519,600520,600521,600522,600523,600525,600526,600527,600529,600530,600531,600533,600535,600536,600537,600538,600539,600540,600543,600546,600549,600550,600551,600552,600557,600558,600559,600560,600561,600562,600563,600565,600567,600568,600569,600570,600571,600572,600573,600575,600576,600577,600578,600579,600580,600582,600583,600584,600586,600587,600588,600589,600590,600592,600593,600594,600595,600596,600597,600598,600601,600603,600605,600606,600609,600615,600616,600620,600621,600622,600624,600626,600628,600629,600630,600631,600636,600637,600638,600640,600641,600642,600644,600647,600649,600651,600652,600653,600654,600655,600656,600657,600658,600661,600662,600664,600665,600666,600667,600668,600673,600674,600675,600676,600677,600678,600682,600683,600684,600686,600690,600692,600693,600694,600696,600697,600701,600702,600703,600704,600706,600708,600710,600711,600712,600713,600714,600715,600716,600717,600718,600719,600720,600721,600722,600724,600725,600728,600729,600730,600731,600732,600734,600735,600736,600737,600738,600739,600740,600742,600743,600744,600745,600746,600747,600748,600749,600750,600753,600755,600756,600757,600758,600759,600760,600761,600763,600764,600765,600766,600767,600768,600769,600770,600771,600773,600774,600778,600779,600780,600781,600782,600783,600784,600785,600789,600790,600791,600792,600793,600795,600796,600797,600798,600800,600802,600803,600804,600805,600807,600809,600812,600814,600815,600821,600823,600824,600825,600826,600828,600829,600830,600831,600832,600833,600834,600836,600838,600839,600846,600847,600850,600854,600855,600856,600857,600858,600859,600861,600863,600864,600865,600866,600867,600868,600869,600870,600872,600873,600877,600879,600880,600881,600882,600883,600884,600885,600886,600887,600888,600889,600890,600891,600892,600893,600894,600896,600897,600900,600961,600962,600963,600965,600966,600967,600969,600971,600973,600975,600976,600978,600979,600980,600981,600982,600983,600984,600985,600987,600988,600990,600991,600992,600993,600995,600997,601001,601002,601003,601006,601008,601101,601106,601117,601139,601158,601168,601179,601188,601518,601666,601678,601699,601801,601872,601877,601888,601918,601958,601999
03
600004,600005,600006,600007,600008,600010,600017,600018,600019,600020,600022,600031,600033,600037,600038,600048,600050,600051,600052,600053,600055,600056,600058,600059,600060,600062,600063,600064,600066,600067,600069,600070,600071,600072,600073,600074,600075,600076,600077,600078,600079,600080,600081,600082,600083,600084,600085,600086,600087,600088,600089,600090,600091,600093,600095,600096,600097,600099,600100,600101,600102,600103,600104,600105,600106,600107,600108,600110,600111,600112,600113,600114,600116,600117,600118,600119,600120,600121,600122,600123,600125,600126,600127,600128,600129,600130,600131,600132,600135,600136,600137,600138,600139,600141,600143,600146,600148,600149,600150,600151,600152,600153,600156,600157,600158,600159,600160,600161,600162,600163,600165,600167,600168,600169,600171,600172,600173,600175,600176,600177,600178,600179,600182,600183,600184,600185,600186,600187,600189,600191,600192,600193,600195,600197,600198,600199,600200,600201,600202,600206,600207,600209,600210,600211,600212,600213,600215,600217,600218,600219,600220,600222,600223,600225,600226,600227,600228,600229,600230,600231,600232,600233,600234,600235,600236,600237,600238,600239,600240,600241,600242,600243,600246,600247,600248,600249,600250,600251,600252,600253,600255,600256,600258,600259,600260,600261,600262,600265,600267,600268,600269,600270,600273,600275,600276,600277,600278,600279,600280,600281,600282,600283,600285,600287,600288,600289,600290,600292,600293,600297,600298,600299,600300,600301,600302,600303,600305,600306,600307,600308,600309,600310,600311,600312,600316,600317,600319,600321,600322,600323,600325,600326,600327,600329,600330,600331,600333,600335,600336,600337,600339,600340,600343,600345,600346,600348,600350,600351,600352,600353,600354,600355,600356,600358,600359,600360,600361,600365,600366,600367,600368,600370,600371,600372,600373,600375,600376,600378,600379,600380,600381,600382,600383,600385,600386,600387,600388,600389,600390,600391,600392,600393,600395,600396,600397,600398,600399,600400,600403,600405,600406,600408,600409,600410,600415,600416,600418,600419,600420,600421,600422,600423,600425,600426,600428,600429,600432,600436,600438,600439,600444,600446,600448,600449,600452,600456,600458,600459,600460,600461,600462,600463,600466,600467,600468,600469,600470,600475,600476,600479,600480,600481,600482,600483,600485,600486,600487,600488,600489,600490,600493,600495,600497,600498,600499,600500,600501,600503,600505,600506,600507,600508,600509,600510,600511,600513,600515,600516,600518,600519,600520,600521,600522,600523,600525,600526,600527,600529,600530,600531,600532,600533,600535,600536,600537,600538,600539,600540,600543,600546,600549,600550,600551,600552,600557,600558,600559,600560,600561,600562,600563,600565,600567,600568,600569,600570,600571,600573,600575,600576,600577,600578,600579,600580,600582,600583,600584,600586,600587,600588,600589,600592,600593,600594,600595,600596,600597,600598,600601,600603,600605,600606,600609,600615,600616,600620,600621,600622,600624,600626,600628,600629,600630,600636,600637,600638,600640,600641,600642,600644,600647,600649,600651,600652,600653,600654,600655,600656,600657,600658,600661,600662,600664,600665,600666,600667,600668,600673,600674,600675,600676,600678,600682,600683,600684,600686,600690,600692,600693,600694,600696,600697,600699,600701,600702,600703,600704,600707,600708,600710,600711,600712,600713,600714,600715,600716,600717,600718,600719,600720,600721,600722,600723,600724,600725,600728,600729,600730,600731,600732,600734,600736,600737,600738,600739,600740,600741,600742,600743,600744,600745,600746,600747,600748,600749,600750,600753,600755,600756,600757,600758,600759,600763,600765,600766,600768,600769,600770,600771,600773,600774,600778,600779,600780,600781,600782,600783,600784,600785,600787,600789,600790,600791,600792,600793,600795,600796,600797,600798,600800,600803,600804,600805,600807,600809,600810,600812,600814,600815,600821,600823,600824,600825,600826,600828,600829,600830,600831,600832,600833,600834,600836,600838,600839,600846,600850,600854,600855,600856,600857,600858,600859,600861,600863,600864,600865,600866,600867,600868,600869,600870,600872,600873,600877,600879,600880,600881,600882,600883,600884,600886,600887,600888,600889,600890,600892,600893,600894,600896,600897,600900,600961,600962,600963,600965,600966,600967,600969,600971,600973,600975,600976,600978,600979,600980,600981,600982,600983,600984,600985,600987,600988,600990,600991,600992,600993,600995,600997,601001,601002,601003,601006,601008,601101,601106,601117,601139,601158,601168,601179,601188,601369,601518,601666,601678,601699,601801,601872,601877,601888,601918,601958,601989,601999
04
600004,600005,600006,600007,600008,600009,600010,600017,600018,600019,600020,600021,600022,600031,600033,600035,600037,600038,600048,600050,600051,600052,600053,600055,600057,600058,600059,600060,600062,600063,600064,600066,600067,600069,600070,600071,600072,600073,600074,600075,600076,600077,600078,600079,600080,600081,600082,600083,600084,600085,600086,600087,600088,600089,600090,600091,600093,600095,600096,600097,600098,600099,600100,600101,600102,600103,600104,600105,600106,600107,600108,600111,600112,600113,600114,600116,600117,600118,600119,600120,600122,600123,600125,600126,600127,600128,600129,600130,600131,600135,600136,600137,600138,600139,600141,600143,600146,600148,600149,600150,600151,600152,600153,600156,600157,600158,600159,600160,600161,600162,600167,600168,600169,600171,600172,600173,600175,600176,600177,600178,600179,600182,600183,600184,600185,600186,600187,600189,600191,600192,600193,600195,600197,600198,600199,600200,600201,600202,600203,600206,600207,600209,600210,600211,600212,600215,600216,600217,600218,600219,600220,600222,600223,600225,600226,600227,600228,600229,600231,600232,600233,600234,600235,600236,600237,600238,600239,600240,600241,600242,600243,600246,600247,600249,600250,600251,600252,600255,600256,600257,600258,600259,600260,600261,600262,600265,600266,600267,600268,600269,600270,600273,600276,600277,600278,600279,600280,600281,600282,600283,600285,600287,600288,600289,600290,600292,600293,600297,600298,600299,600300,600301,600302,600303,600305,600306,600307,600308,600309,600310,600311,600312,600316,600317,600319,600321,600322,600323,600325,600327,600328,600329,600330,600331,600333,600335,600336,600337,600338,600339,600340,600343,600345,600346,600350,600351,600353,600354,600355,600356,600358,600359,600360,600361,600363,600365,600366,600367,600368,600370,600371,600372,600373,600375,600376,600378,600379,600380,600381,600382,600383,600385,600386,600387,600388,600389,600390,600391,600392,600393,600395,600396,600397,600398,600399,600400,600403,600405,600406,600408,600409,600410,600415,600416,600418,600419,600420,600421,600422,600423,600425,600426,600428,600429,600432,600436,600438,600439,600444,600446,600448,600449,600452,600456,600458,600459,600460,600461,600463,600466,600467,600468,600470,600475,600476,600479,600480,600481,600482,600483,600485,600486,600487,600488,600489,600490,600493,600495,600497,600498,600499,600500,600501,600503,600505,600506,600508,600509,600510,600511,600513,600515,600516,600518,600519,600520,600521,600522,600523,600525,600526,600527,600529,600530,600531,600532,600533,600536,600537,600538,600539,600540,600543,600546,600547,600549,600550,600551,600552,600557,600558,600559,600560,600561,600562,600563,600565,600567,600568,600569,600570,600571,600573,600575,600576,600577,600578,600579,600580,600581,600582,600583,600584,600586,600587,600588,600589,600592,600593,600594,600595,600596,600597,600598,600601,600605,600606,600608,600609,600615,600616,600620,600621,600622,600624,600626,600628,600629,600630,600633,600636,600637,600638,600640,600641,600642,600644,600645,600647,600649,600651,600652,600653,600654,600655,600656,600657,600658,600661,600662,600664,600665,600666,600667,600668,600671,600673,600674,600675,600676,600681,600682,600683,600684,600686,600690,600691,600692,600693,600694,600697,600699,600701,600702,600703,600704,600707,600708,600712,600713,600714,600715,600716,600717,600718,600719,600721,600722,600723,600724,600725,600727,600728,600729,600730,600731,600732,600733,600734,600736,600737,600738,600739,600740,600741,600742,600743,600744,600745,600746,600747,600748,600749,600750,600753,600755,600756,600757,600758,600759,600763,600765,600766,600768,600769,600770,600771,600773,600774,600777,600778,600779,600780,600781,600782,600783,600784,600785,600787,600789,600790,600791,600792,600793,600795,600796,600797,600798,600800,600804,600805,600807,600809,600810,600811,600812,600814,600815,600821,600823,600824,600825,600826,600829,600830,600831,600832,600833,600834,600836,600838,600839,600846,600850,600854,600855,600856,600857,600858,600859,600861,600862,600863,600864,600865,600866,600867,600868,600869,600870,600872,600873,600877,600879,600880,600881,600882,600883,600884,600886,600887,600888,600889,600890,600892,600893,600894,600895,600896,600897,600898,600960,600961,600962,600965,600967,600969,600971,600973,600975,600976,600978,600979,600980,600981,600982,600983,600984,600987,600988,600990,600992,600993,600995,600997,601000,601001,601002,601003,601006,601007,601008,601018,601101,601106,601117,601139,601158,601168,601179,601188,601369,601518,601666,601678,601699,601718,601801,601872,601877,601888,601918,601958,601989,601999
05
600004,600005,600006,600007,600008,600009,600010,600017,600018,600019,600020,600021,600022,600031,600033,600035,600037,600048,600050,600051,600052,600053,600055,600057,600058,600059,600060,600062,600063,600064,600066,600067,600069,600070,600071,600072,600073,600074,600075,600076,600077,600078,600079,600080,600081,600082,600083,600084,600085,600086,600087,600088,600089,600090,600091,600093,600095,600097,600098,600099,600100,600101,600103,600104,600105,600106,600107,600108,600111,600112,600113,600114,600116,600117,600119,600120,600122,600123,600125,600126,600127,600128,600129,600130,600131,600135,600136,600137,600138,600139,600141,600143,600146,600148,600149,600150,600151,600152,600153,600156,600158,600159,600160,600161,600162,600166,600167,600168,600169,600171,600172,600173,600175,600176,600177,600178,600179,600180,600182,600183,600184,600185,600186,600187,600189,600191,600195,600197,600199,600200,600201,600202,600203,600206,600207,600208,600209,600210,600211,600212,600215,600216,600217,600218,600219,600220,600222,600223,600225,600226,600227,600228,600229,600231,600232,600233,600234,600235,600236,600238,600239,600240,600241,600242,600243,600247,600249,600250,600251,600252,600255,600256,600257,600258,600259,600260,600261,600262,600265,600266,600267,600268,600269,600270,600271,600273,600276,600277,600278,600279,600280,600281,600282,600283,600285,600287,600288,600289,600290,600292,600293,600297,600299,600300,600301,600302,600303,600305,600306,600307,600308,600309,600310,600311,600312,600313,600316,600317,600319,600321,600322,600323,600325,600327,600328,600329,600330,600331,600333,600335,600336,600337,600338,600339,600340,600343,600345,600346,600350,600351,600353,600354,600355,600356,600358,600359,600360,600361,600363,600365,600366,600367,600368,600370,600371,600373,600375,600376,600378,600379,600380,600381,600382,600383,600385,600386,600387,600388,600389,600390,600391,600393,600395,600396,600397,600398,600399,600400,600403,600405,600406,600408,600409,600410,600415,600416,600418,600419,600420,600421,600422,600423,600425,600426,600429,600432,600433,600435,600436,600438,600439,600446,600448,600456,600458,600459,600460,600461,600463,600466,600467,600468,600470,600475,600476,600479,600480,600482,600483,600485,600486,600487,600488,600489,600490,600493,600495,600497,600498,600499,600501,600503,600505,600506,600508,600510,600511,600513,600515,600516,600518,600519,600520,600521,600522,600525,600526,600527,600529,600530,600531,600532,600533,600536,600537,600538,600539,600540,600543,600546,600547,600549,600550,600551,600552,600557,600558,600559,600560,600561,600562,600563,600565,600567,600568,600569,600570,600571,600572,600573,600575,600576,600577,600579,600580,600581,600582,600583,600584,600586,600587,600589,600590,600592,600593,600594,600595,600596,600597,600598,600601,600605,600606,600608,600609,600615,600616,600620,600621,600622,600624,600626,600628,600629,600630,600636,600637,600638,600640,600641,600642,600644,600645,600647,600649,600651,600652,600653,600654,600655,600656,600657,600658,600661,600662,600664,600665,600666,600667,600668,600673,600674,600675,600676,600677,600681,600682,600683,600684,600686,600690,600691,600692,600693,600694,600697,600699,600701,600702,600703,600704,600706,600707,600708,600713,600714,600715,600716,600717,600719,600721,600722,600723,600724,600725,600727,600728,600729,600730,600731,600732,600733,600734,600736,600737,600739,600740,600741,600742,600743,600744,600745,600746,600747,600748,600749,600750,600753,600755,600756,600757,600758,600759,600760,600761,600763,600764,600765,600766,600767,600768,600769,600770,600771,600773,600774,600777,600778,600779,600781,600782,600783,600784,600785,600787,600789,600790,600791,600792,600793,600795,600796,600797,600798,600800,600802,600804,600805,600807,600809,600810,600811,600812,600821,600823,600824,600825,600826,600829,600830,600831,600832,600833,600834,600836,600838,600839,600846,600847,600850,600854,600855,600856,600857,600858,600859,600861,600862,600863,600864,600865,600866,600867,600868,600869,600870,600872,600873,600877,600879,600880,600881,600882,600883,600884,600885,600886,600887,600888,600889,600890,600891,600892,600893,600894,600895,600896,600897,600898,600960,600961,600962,600965,600967,600969,600971,600973,600975,600976,600978,600979,600980,600981,600982,600983,600984,600987,600988,600990,600992,600993,600995,600997,600998,601000,601001,601002,601003,601006,601007,601008,601018,601098,601101,601106,601117,601126,601139,601158,601168,601177,601179,601188,601369,601518,601666,601678,601699,601718,601777,601801,601872,601877,601888,601890,601918,601933,601958,601989,601999
06
