股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.6577
000006,深振业A,K,1.53
000009,中国宝安,S,0.521
000014,沙河股份,K,2.3252
000021,深科技,C,1.3456
000023,深天地A,C,0.6931
000027,深圳能源,D,0.6658
000031,中粮地产,K,0.3477
000032,深桑达A,C,1.1918
000036,华联控股,K,1.5944
000040,东旭蓝天,K,0.8087
000042,中洲控股,K,1.1693
000043,中航地产,K,2.9102
000046,泛海控股,K,0.2069
000048,康达尔,C,1.5365
000049,德赛电池,C,0.4328
000050,深天马A,C,0.7448
000059,华锦股份,C,0.5487
000060,中金岭南,C,0.6933
000061,农产品,L,0.3629
000069,华侨城A,N,0.4974
000078,海王生物,F,1.493
000088,盐田港,G,0.4886
000089,深圳机场,G,1.2046
000096,广聚能源,F,0.9268
000099,中信海直,G,1.196
000100,TCL集团,C,0.6834
000151,中成股份,F,0.1323
000155,*ST川化,C,0.5513
000156,华数传媒,R,1.5487
000158,常山股份,C,0.5015
000159,国际实业,F,0.4647
000301,东方市场,D,1.0273
000333,美的集团,C,-0.3337
000400,许继电气,C,0.6635
000401,冀东水泥,C,1.288
000402,金融街,K,-0.6994
000404,华意压缩,C,0.5948
000407,胜利股份,C,1.1025
000408,藏格控股,F,0.3885
000409,山东地矿,B,1.8124
000417,合肥百货,F,0.8653
000419,通程控股,F,1.3251
000420,吉林化纤,C,0.9729
000421,南京公用,S,0.6365
000422,湖北宜化,C,0.5465
000423,东阿阿胶,C,0.3979
000425,徐工机械,C,0.0998
000426,兴业矿业,B,0.7875
000428,华天酒店,H,0.9649
000430,张家界,N,1.1038
000501,鄂武商A,F,0.1268
000507,珠海港,G,0.624
000509,华塑控股,C,1.2037
000511,*ST烯碳,C,0.9815
000514,渝开发,K,1.0848
000516,国际医学,F,0.4711
000517,荣安地产,K,1.8884
000523,广州浪奇,C,1.0792
000524,岭南控股,H,1.2652
000525,红太阳,C,0.6401
000528,柳工,C,0.1127
000529,广弘控股,C,1.4065
000531,穗恒运A,D,0.6365
000532,华金资本,S,1.5481
000533,万家乐,C,1.051
000537,广宇发展,K,0.9343
000538,云南白药,C,0.1028
000540,中天金融,K,3.725
000544,中原环保,D,0.728
000546,金圆股份,C,1.0286
000547,航天发展,C,1.5628
000548,湖南投资,G,1.3219
000551,创元科技,S,0.9728
000552,靖远煤电,B,0.6686
000554,泰山石油,F,1.3315
000555,神州信息,I,1.5581
000557,西部创业,C,0.773
000559,万向钱潮,C,1.1356
000560,昆百大A,F,0.8886
000561,烽火电子,C,1.6732
000565,渝三峡A,C,0.9558
000568,泸州老窖,C,0.8162
000571,新大洲A,B,1.6793
000572,海马汽车,C,1.3346
000573,粤宏远A,K,2.3652
000576,广东甘化,C,0.8996
000582,北部湾港,G,0.6557
000589,黔轮胎A,C,1.1413
000590,启迪古汉,C,1.0067
000595,*ST宝实,C,0.8185
000597,东北制药,C,0.7272
000598,兴蓉环境,D,0.5017
000599,青岛双星,C,3.6192
000600,建投能源,D,0.5893
000601,韶能股份,D,1.4005
000603,盛达矿业,B,1.2723
000606,神州易桥,C,1.7524
000609,绵石投资,K,1.853
000610,西安旅游,N,1.2111
000612,焦作万方,C,0.851
000615,京汉股份,C,1.4787
000617,中油资本,C,1.3918
000619,海螺型材,C,0.2994
000620,新华联,K,0.9947
000623,吉林敖东,C,0.134
000629,*ST钒钛,B,0.9285
000631,顺发恒业,K,2.0034
000632,三木集团,F,1.1195
000635,英力特,C,0.6445
000637,茂化实华,C,1.5716
000638,万方发展,F,1.6146
000639,西王食品,C,1.9561
000651,格力电器,C,-0.1756
000652,泰达股份,F,0.6867
000656,金科股份,K,2.6554
000657,中钨高新,C,0.7171
000659,*ST中富,C,3.1297
000661,长春高新,C,1.1163
000662,天夏智慧,C,1.8705
000667,美好置业,K,2.3878
000673,当代东方,R,1.3688
000678,襄阳轴承,C,1.1668
000680,山推股份,C,1.0713
000681,视觉中国,C,2.2436
000682,东方电子,C,1.3455
000685,中山公用,D,0.3787
000690,宝新能源,D,0.955
000695,滨海能源,D,1.2663
000698,沈阳化工,C,1.4684
000701,厦门信达,F,1.6184
000702,正虹科技,C,0.8411
000703,恒逸石化,C,0.0224
000705,浙江震元,F,0.7864
000710,*ST天仪,C,2.3006
000713,丰乐种业,A,0.5096
000717,韶钢松山,C,0.6405
000718,苏宁环球,K,1.4202
000722,湖南发展,D,2.2486
000723,美锦能源,C,0.9886
000727,华东科技,C,1.2965
000729,燕京啤酒,C,0.3818
000731,四川美丰,C,1.5117
000733,振华科技,C,1.4604
000735,罗牛山,A,0.9806
000736,中房地产,K,1.5156
000738,航发控制,C,0.8481
000739,普洛药业,C,0.7306
000751,锌业股份,C,0.204
000752,西藏发展,C,1.0651
000753,漳州发展,F,1.8302
000757,浩物股份,C,1.4311
000758,中色股份,B,1.0162
000759,中百集团,F,0.4824
000760,斯太尔,C,0.7201
000762,西藏矿业,B,1.0911
000767,漳泽电力,D,0.7789
000768,中航飞机,C,-0.0939
000777,中核科技,C,0.4315
000779,三毛派神,C,1.382
000780,*ST平能,B,0.8821
000785,武汉中商,F,1.2784
000789,万年青,C,0.6612
000790,泰合健康,C,1.408
000791,甘肃电投,D,0.9928
000792,盐湖股份,C,0.4949
000795,英洛华,C,0.6199
000797,中国武夷,K,1.7679
000798,中水渔业,A,1.1021
000800,一汽轿车,C,-0.0704
000801,四川九洲,C,1.5464
000802,北京文化,N,1.3252
000803,*ST金宇,C,1.4183
000807,云铝股份,C,1.1157
000809,*ST新城,N,1.5699
000810,创维数字,C,2.4239
000811,烟台冰轮,C,0.4871
000815,美利云,C,1.9415
000816,智慧农业,C,2.0426
000819,岳阳兴长,C,2.342
000821,京山轻机,C,1.3751
000822,山东海化,C,0.8687
000823,超声电子,C,0.6613
000825,太钢不锈,C,-0.168
000829,天音控股,F,4.3336
000830,鲁西化工,C,0.7594
000831,五矿稀土,C,-0.6173
000835,长城动漫,C,1.4118
000836,鑫茂科技,C,1.9044
000837,秦川机床,C,1.1878
000838,财信发展,K,1.9863
000848,承德露露,C,0.2981
000851,高鸿股份,F,2.2881
000852,石化机械,C,1.7704
000856,冀东装备,C,2.2239
000858,五粮液,C,0.0198
000859,国风塑业,C,0.8319
000861,海印股份,L,2.1937
000868,安凯客车,C,1.3276
000875,吉电股份,D,1.5839
000876,新希望,C,1.4109
000877,天山股份,C,0.4719
000880,潍柴重机,C,1.0147
000885,同力水泥,C,0.43
000886,海南高速,K,1.0332
000888,峨眉山A,N,1.2368
000893,东凌国际,C,2.2209
000895,双汇发展,C,0.7354
000897,津滨发展,K,0.7449
000900,现代投资,G,0.8279
000901,航天科技,C,-0.2281
000902,新洋丰,C,1.0767
000905,厦门港务,G,0.8993
000906,浙商中拓,F,0.9524
000908,景峰医药,C,1.0231
000909,数源科技,S,1.5711
000910,大亚圣象,C,1.0012
000911,南宁糖业,C,1.8804
000913,钱江摩托,C,1.5212
000915,山大华特,C,1.3754
000916,华北高速,G,1.0527
000918,嘉凯城,K,1.4702
000919,金陵药业,C,1.0672
000920,南方汇通,C,-0.2357
000922,*ST佳电,C,0.6871
000923,河北宣工,C,2.1634
000925,众合科技,C,0.5694
000926,福星股份,K,0.3377
000927,一汽夏利,C,0.526
000929,兰州黄河,C,0.8781
000930,中粮生化,C,0.5983
000931,中关村,S,0.8969
000933,神火股份,C,0.5216
000935,四川双马,C,0.6345
000936,华西股份,C,1.1017
000937,冀中能源,B,0.6039
000948,南天信息,I,1.9407
000949,新乡化纤,C,0.8872
