股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,0.9488
000005,世纪星源,K,0.9892
000006,深振业A,K,1.1158
000007,全新好,H,1.1484
000008,神州高铁,H,1.0055
000009,中国宝安,S,1.2426
000014,沙河股份,K,1.6224
000021,深科技,C,1.4358
000023,深天地A,C,0.8117
000027,深圳能源,D,0.5115
000031,中粮地产,K,1.0563
000032,深桑达A,C,1.3365
000033,新都退,H,1.0573
000038,深大通,K,1.7648
000040,东旭蓝天,K,0.8914
000042,中洲控股,K,0.7809
000043,中航地产,K,1.3674
000046,泛海控股,K,1.4866
000048,康达尔,C,1.0477
000049,德赛电池,C,0.3201
000059,华锦股份,C,1.4148
000060,中金岭南,C,1.1622
000061,农产品,L,1.6157
000062,深圳华强,L,1.0457
000066,中国长城,C,1.0701
000068,华控赛格,C,0.9864
000069,华侨城A,N,1.1207
000070,特发信息,C,1.0114
000078,海王生物,F,1.1662
000088,盐田港,G,0.5598
000089,深圳机场,G,0.6807
000096,广聚能源,F,1.1585
000099,中信海直,G,1.1578
000100,TCL集团,C,0.4657
000150,宜华健康,K,1.2275
000151,中成股份,F,0.5239
000153,丰原药业,C,1.0631
000156,华数传媒,R,-0.6033
000158,常山股份,C,0.8485
000159,国际实业,F,1.2083
000301,东方市场,D,0.7176
000400,许继电气,C,1.9139
000401,冀东水泥,C,0.897
000402,金融街,K,0.8112
000403,ST生化,C,0.2398
000404,华意压缩,C,0.9058
000407,胜利股份,C,1.0069
000408,藏格控股,F,0.9454
000410,*ST沈机,C,1.1973
000411,英特集团,F,0.9151
000415,渤海金控,L,1.219
000417,合肥百货,F,1.4252
000419,通程控股,F,0.6962
000420,吉林化纤,C,0.643
000421,南京公用,S,0.8616
000422,湖北宜化,C,1.3105
000423,东阿阿胶,C,0.7442
000425,徐工机械,C,1.0199
000426,兴业矿业,B,1.4487
000428,华天酒店,H,1.1239
000430,张家界,N,0.9632
000501,鄂武商A,F,0.8214
000502,绿景控股,K,1.0583
000503,海虹控股,I,1.1555
000504,南华生物,R,0.6201
000506,中润资源,K,1.0386
000507,珠海港,G,1.2566
000509,华塑控股,C,0.9819
000510,金路集团,C,1.603
000511,*ST烯碳,K,0.3577
000514,渝开发,K,0.9893
000516,国际医学,F,0.7681
000517,荣安地产,K,0.7431
000518,四环生物,C,1.0284
000519,中兵红箭,C,1.517
000520,长航凤凰,G,1.4502
000523,广州浪奇,C,1.5946
000524,岭南控股,H,0.923
000525,红太阳,C,1.2364
000528,柳工,C,1.0395
000529,广弘控股,C,0.9748
000531,穗恒运A,D,1.3697
000533,万家乐,C,1.1061
000534,万泽股份,K,1.146
000536,华映科技,C,0.6508
000538,云南白药,C,0.4126
000540,中天金融,K,1.4865
000543,皖能电力,D,0.8569
000544,中原环保,D,0.9632
000548,湖南投资,G,0.8071
000551,创元科技,S,1.4242
000552,靖远煤电,B,1.1055
000554,泰山石油,F,1.0454
000558,莱茵体育,K,1.089
000559,万向钱潮,C,1.6142
000561,烽火电子,C,1.3797
000564,供销大集,F,0.8639
000565,渝三峡A,C,1.0445
000566,海南海药,C,1.1722
000567,海德股份,K,0.5602
000568,泸州老窖,C,0.6356
000571,新大洲A,B,0.6444
000572,海马汽车,C,1.5506
000573,粤宏远A,K,0.9751
000576,广东甘化,C,1.2796
000582,北部湾港,G,0.4269
000584,友利控股,C,1.1038
000586,汇源通信,C,1.0994
000587,金洲慈航,C,0.6273
000589,黔轮胎A,C,0.7731
000590,启迪古汉,C,1.0938
000591,太阳能,F,0.8893
000592,平潭发展,A,1.1985
000593,大通燃气,F,1.1249
000594,国恒退,F,0.7277
000595,*ST宝实,C,1.243
000597,东北制药,C,1.068
000598,兴蓉环境,D,0.8566
000599,青岛双星,C,0.8406
000601,韶能股份,D,0.7639
000603,盛达矿业,B,1.1172
000605,渤海股份,C,0.7475
000606,神州易桥,C,1.7928
000608,阳光股份,K,0.6823
000609,绵石投资,K,1.2012
000610,西安旅游,N,0.4175
000611,天首发展,C,0.9506
000612,焦作万方,C,1.091
000615,京汉股份,C,0.6739
000616,海航投资,K,0.7362
000617,中油资本,C,0.9713
000619,海螺型材,C,1.1684
000620,新华联,K,0.7524
000622,恒立实业,C,2.1111
000623,吉林敖东,C,1.56
000626,远大控股,F,1.249
000628,高新发展,K,1.1202
000629,*ST钒钛,B,1.366
000630,铜陵有色,C,1.0569
000631,顺发恒业,K,1.1656
000632,三木集团,F,0.7463
000633,合金投资,C,0.4425
000635,英力特,C,1.3842
000636,风华高科,C,1.2837
000637,茂化实华,C,0.949
000638,万方发展,F,1.7002
000639,西王食品,C,1.1981
000650,仁和药业,C,1.4628
000651,格力电器,C,0.3811
000652,泰达股份,F,1.0834
000655,金岭矿业,B,1.4953
000656,金科股份,K,1.2195
000657,中钨高新,C,1.2522
000659,*ST中富,C,1.0227
000661,长春高新,C,0.6555
000662,天夏智慧,C,0.8132
000663,永安林业,A,1.3773
000667,美好置业,K,0.6796
000669,金鸿能源,D,0.8545
000670,盈方微,K,0.4292
000671,阳光城,K,1.0799
000672,上峰水泥,F,-0.0034
000673,当代东方,C,0.9311
000676,智度股份,C,0.8597
000677,恒天海龙,C,0.3875
000678,襄阳轴承,C,1.0454
000679,大连友谊,F,0.7319
000680,山推股份,C,1.2564
000682,东方电子,C,0.8837
000685,中山公用,D,1.5385
000687,华讯方舟,C,1.0498
000688,建新矿业,B,0.3094
000690,宝新能源,D,0.6298
000691,ST亚太,K,0.6391
000692,惠天热电,D,0.5175
000695,滨海能源,D,1.1737
000697,炼石有色,B,1.7787
000700,模塑科技,C,0.9411
000701,厦门信达,F,1.1012
000702,正虹科技,C,0.7352
000703,恒逸石化,C,0.9959
000705,浙江震元,F,0.7543
000707,双环科技,C,1.1314
000708,大冶特钢,C,1.0835
000709,河钢股份,C,0.6887
000710,*ST天仪,C,0.6791
000711,京蓝科技,K,1.0238
