股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.5224
000005,世纪星源,S,1.0198
000006,深振业A,K,1.1577
000008,神州高铁,F,0.9327
000009,中国宝安,S,1.2966
000014,沙河股份,K,1.8632
000021,深科技,C,1.2748
000023,深天地A,C,1.0976
000027,深圳能源,D,0.7117
000031,中粮地产,K,1.5005
000032,深桑达A,C,1.093
000033,新都退,H,1.4378
000034,神州数码,S,1.5291
000036,华联控股,K,1.6012
000040,东旭蓝天,K,1.5172
000042,中洲控股,K,1.3213
000043,中航地产,K,0.649
000046,泛海控股,K,1.019
000048,康达尔,C,1.3081
000049,德赛电池,C,0.2851
000050,深天马A,C,1.6317
000060,中金岭南,C,1.2494
000061,农产品,F,1.1897
000062,深圳华强,L,1.5409
000066,中国长城,C,1.0083
000069,华侨城A,L,0.4235
000070,特发信息,C,1.4505
000078,海王生物,C,1.2755
000088,盐田港,G,0.5353
000089,深圳机场,G,0.5986
000096,广聚能源,F,0.8387
000099,中信海直,G,0.9088
000100,TCL集团,C,1.0019
000150,宜华健康,K,1.4114
000151,中成股份,F,1.0312
000153,丰原药业,C,0.9167
000155,*ST川化,C,0.9405
000158,常山股份,C,1.5673
000159,国际实业,C,1.1963
000301,东方市场,S,1.2464
000401,冀东水泥,C,0.9041
000402,金融街,K,0.6529
000404,华意压缩,C,1.7878
000407,胜利股份,C,1.4095
000409,山东地矿,C,1.142
000410,*ST沈机,C,1.4733
000411,英特集团,F,0.8039
000415,渤海金控,L,1.8893
000417,合肥百货,F,1.0005
000419,通程控股,F,1.2157
000421,南京公用,N,1.2346
000422,湖北宜化,C,0.9437
000423,东阿阿胶,C,0.6865
000425,徐工机械,C,0.6596
000426,兴业矿业,B,2.0016
000428,华天酒店,H,0.9838
000430,张家界,L,0.3643
000501,鄂武商A,F,0.579
000502,绿景控股,K,1.8274
000503,海虹控股,S,1.6776
000504,南华生物,R,2.0053
000506,中润资源,K,0.8047
000507,珠海港,S,1.5101
000509,华塑控股,C,0.5051
000510,金路集团,C,0.8277
000511,*ST烯碳,K,1.2822
000514,渝开发,K,1.5223
000516,国际医学,F,0.9248
000517,荣安地产,K,2.062
000518,四环生物,C,2.1275
000519,中兵红箭,C,2.1306
000520,长航凤凰,G,0.9981
000522,白云山A,C,1.2403
000524,岭南控股,H,1.7678
000525,红太阳,C,0.875
000526,*ST紫学,S,1.8084
000528,柳工,C,0.9958
000529,广弘控股,C,0.8944
000531,穗恒运A,D,1.7131
000532,华金资本,S,1.2882
000533,万家乐,C,0.8767
000534,万泽股份,K,1.7979
000536,华映科技,C,1.9646
000537,广宇发展,K,0.8086
000538,云南白药,C,0.5388
000540,中天金融,K,1.4009
000543,皖能电力,D,1.1154
000544,中原环保,N,0.6436
000546,金圆股份,K,0.8325
000547,航天发展,C,1.6683
000548,湖南投资,G,1.3394
000551,创元科技,S,1.7527
000552,靖远煤电,B,1.2497
000554,泰山石油,F,0.9039
000555,神州信息,C,1.2678
000558,莱茵体育,K,1.5755
000559,万向钱潮,C,1.4855
000560,昆百大A,F,0.7204
000561,烽火电子,C,0.6557
000564,供销大集,F,1.0313
000565,渝三峡A,C,1.8264
000566,海南海药,C,0.8219
000567,海德股份,K,1.1686
000568,泸州老窖,C,0.9128
000571,新大洲A,C,0.9773
000572,海马汽车,C,0.9997
000573,粤宏远A,K,0.7911
000576,广东甘化,S,1.4536
000586,汇源通信,C,1.7841
000587,金洲慈航,C,2.0149
000589,黔轮胎A,C,0.735
000590,启迪古汉,C,1.4247
000591,太阳能,F,1.538
000592,平潭发展,A,2.4951
000593,大通燃气,F,1.1804
000595,*ST宝实,C,1.0104
000597,东北制药,C,2.0657
000598,兴蓉环境,N,1.3848
000599,青岛双星,C,1.0116
000600,建投能源,D,0.3067
000602,金马集团,D,0.6159
000603,盛达矿业,B,2.0255
000606,神州易桥,C,1.7675
000607,华媒控股,C,1.3438
000608,阳光股份,K,0.9793
000609,绵石投资,K,1.4348
000610,西安旅游,L,1.664
000611,天首发展,C,0.8973
000612,焦作万方,C,1.1069
000615,京汉股份,C,1.894
000616,海航投资,K,0.9308
000617,中油资本,C,1.4256
000619,海螺型材,C,1.3224
