股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.0777
000005,世纪星源,S,1.29
000006,深振业A,K,1.2551
000007,全新好,H,0.9012
000008,神州高铁,F,0.3223
000009,中国宝安,S,0.9837
000014,沙河股份,K,1.947
000021,深科技,C,1.0565
000023,深天地A,C,1.0196
000027,深圳能源,D,0.4461
000031,中粮地产,K,1.2393
000032,深桑达A,C,1.1507
000033,新都退,H,0.968
000034,神州数码,S,1.1564
000036,华联控股,K,1.5619
000040,东旭蓝天,K,1.3207
000043,中航地产,K,1.2323
000046,泛海控股,K,1.9569
000048,康达尔,C,0.6164
000049,德赛电池,C,0.4402
000050,深天马A,C,1.928
000059,华锦股份,C,1.3756
000060,中金岭南,C,1.1416
000061,农产品,F,1.4731
000062,深圳华强,L,1.3864
000066,中国长城,C,1.0672
000068,华控赛格,C,0.5653
000069,华侨城A,L,0.9397
000070,特发信息,C,1.1686
000078,海王生物,C,0.9651
000088,盐田港,G,0.4934
000089,深圳机场,G,0.5802
000096,广聚能源,F,0.7857
000099,中信海直,G,0.7063
000100,TCL集团,C,0.5106
000150,宜华健康,K,1.3134
000151,中成股份,F,0.5533
000153,丰原药业,C,1.0342
000155,*ST川化,C,0.7183
000156,华数传媒,I,-2.1535
000158,常山股份,C,0.9993
000159,国际实业,C,1.2377
000301,东方市场,S,0.6897
000400,许继电气,C,1.859
000401,冀东水泥,C,1.0151
000402,金融街,K,0.7758
000404,华意压缩,C,1.3005
000407,胜利股份,C,1.0927
000408,藏格控股,C,0.8622
000409,山东地矿,C,2.0652
000410,*ST沈机,C,1.428
000411,英特集团,F,0.9659
000415,渤海金控,L,1.4387
000417,合肥百货,F,1.2829
000419,通程控股,F,0.8246
000420,吉林化纤,C,0.4706
000421,南京公用,N,1.0205
000422,湖北宜化,C,1.1361
000423,东阿阿胶,C,0.6514
000425,徐工机械,C,0.896
000426,兴业矿业,B,1.6018
000430,张家界,L,0.9461
000501,鄂武商A,F,0.8005
000502,绿景控股,K,1.2175
000503,海虹控股,S,0.8327
000504,南华生物,R,0.5452
000506,中润资源,K,0.982
000507,珠海港,S,1.5434
000509,华塑控股,C,0.334
000510,金路集团,C,0.9092
000511,*ST烯碳,K,0.6982
000514,渝开发,K,1.4222
000516,国际医学,F,0.8075
000517,荣安地产,K,1.3483
000518,四环生物,C,1.4594
000519,中兵红箭,C,1.8311
000520,长航凤凰,G,1.4294
000523,广州浪奇,C,1.3347
000524,岭南控股,H,1.0748
000525,红太阳,C,1.1583
000528,柳工,C,1.182
000529,广弘控股,C,0.7819
000531,穗恒运A,D,1.7782
000532,华金资本,S,0.9501
000533,万家乐,C,1.0949
000534,万泽股份,K,1.3671
000537,广宇发展,K,1.4054
000538,云南白药,C,0.3055
000540,中天金融,K,1.2439
000543,皖能电力,D,0.8368
000544,中原环保,N,0.7818
000546,金圆股份,K,0.8808
000547,航天发展,C,1.3145
000548,湖南投资,G,1.0257
000551,创元科技,S,1.1902
000552,靖远煤电,B,1.1278
000554,泰山石油,F,0.855
000555,神州信息,C,0.9695
000558,莱茵体育,K,1.1521
000559,万向钱潮,C,1.0454
000560,昆百大A,F,0.8123
000561,烽火电子,C,1.1393
000564,供销大集,F,0.8909
000565,渝三峡A,C,1.3011
000566,海南海药,C,1.0583
000567,海德股份,K,0.2712
000568,泸州老窖,C,0.6436
000571,新大洲A,C,0.8071
000572,海马汽车,C,0.9872
000573,粤宏远A,K,0.8751
000576,广东甘化,S,1.0596
000582,北部湾港,G,0.8967
000584,友利控股,C,1.1617
000586,汇源通信,C,1.5443
000587,金洲慈航,C,1.3225
000589,黔轮胎A,C,0.7988
000590,启迪古汉,C,1.3845
000591,太阳能,F,0.8883
000592,平潭发展,A,1.6754
000593,大通燃气,F,1.4025
000594,国恒退,F,1.028
000595,*ST宝实,C,1.1061
000597,东北制药,C,1.4513
000598,兴蓉环境,N,0.7598
000599,青岛双星,C,1.0
000600,建投能源,D,0.2519
000601,韶能股份,D,0.754
000603,盛达矿业,B,1.5661
