股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.079
000005,世纪星源,K,0.587
000006,深振业A,K,0.643
000010,美丽生态,C,-0.2467
000014,沙河股份,K,1.1227
000021,深科技,C,2.0231
000023,深天地A,C,0.7368
000027,深圳能源,D,0.4552
000031,中粮地产,K,0.961
000033,新都退,H,0.9425
000034,神州数码,S,-0.001
000036,华联控股,K,0.9645
000038,深大通,K,1.7727
000040,东旭蓝天,K,0.6102
000042,中洲控股,K,0.5144
000043,中航地产,K,0.8672
000046,泛海控股,K,0.5396
000048,康达尔,C,1.3973
000049,德赛电池,C,0.0913
000050,深天马A,C,2.1778
000059,华锦股份,C,1.0166
000060,中金岭南,C,1.0402
000061,农产品,L,1.0488
000062,深圳华强,L,1.4767
000066,中国长城,C,1.4613
000068,华控赛格,C,0.9051
000069,华侨城A,N,0.8193
000070,特发信息,C,1.2588
000078,海王生物,F,1.0074
000088,盐田港,G,0.8671
000089,深圳机场,G,0.6824
000096,广聚能源,F,1.3343
000099,中信海直,G,1.6682
000100,TCL集团,C,0.5538
000151,中成股份,F,0.8883
000153,丰原药业,C,1.0741
000155,*ST川化,C,1.3151
000159,国际实业,F,1.5948
000301,东方市场,D,0.8305
000400,许继电气,C,1.3481
000401,冀东水泥,C,0.5286
000402,金融街,K,0.6457
000403,ST生化,C,0.185
000404,华意压缩,C,0.806
000409,山东地矿,B,1.0748
000410,*ST沈机,C,1.1279
000411,英特集团,F,0.9956
000415,渤海金控,L,1.1386
000417,合肥百货,F,1.0383
000419,通程控股,F,1.3408
000420,吉林化纤,C,0.6307
000422,湖北宜化,C,1.2105
000423,东阿阿胶,C,0.5918
000425,徐工机械,C,0.9185
000426,兴业矿业,B,1.1171
000430,张家界,N,0.7812
000501,鄂武商A,F,0.2367
000503,海虹控股,I,1.8042
000506,中润资源,K,1.0637
000507,珠海港,G,1.0145
000509,华塑控股,C,1.6586
000510,金路集团,C,1.3647
000511,*ST烯碳,K,-0.0199
000514,渝开发,K,1.1339
000516,国际医学,F,0.7376
000517,荣安地产,K,0.9113
000518,四环生物,C,0.9002
000519,中兵红箭,C,1.4142
000523,广州浪奇,C,1.5126
000524,岭南控股,H,0.9018
000525,红太阳,C,0.9733
000526,*ST紫学,K,2.119
000528,柳工,C,0.8254
000529,广弘控股,C,0.9158
000531,穗恒运A,D,0.7279
000532,华金资本,S,1.4218
000533,万家乐,C,0.7721
000534,万泽股份,K,0.9013
000537,广宇发展,K,1.0793
000538,云南白药,C,0.7315
000540,中天金融,K,1.351
000543,皖能电力,D,0.7383
000544,中原环保,D,0.9321
000545,金浦钛业,C,1.1744
000546,金圆股份,K,0.8264
000548,湖南投资,G,1.3932
000551,创元科技,S,1.4089
000552,靖远煤电,B,0.8428
000554,泰山石油,F,0.8182
000558,莱茵体育,K,0.9354
000559,万向钱潮,C,2.0537
000561,烽火电子,C,1.1967
000565,渝三峡A,C,1.1965
000566,海南海药,C,0.9758
000567,海德股份,K,1.2791
000568,泸州老窖,C,0.5014
000571,新大洲A,B,0.5261
000572,海马汽车,C,2.0535
000573,粤宏远A,K,0.8652
000576,广东甘化,C,1.6078
000582,北部湾港,G,0.5667
000584,友利控股,C,0.7946
000586,汇源通信,C,1.0692
000589,黔轮胎A,C,0.7168
000590,启迪古汉,C,0.9337
000592,平潭发展,A,0.969
000593,大通燃气,F,0.7385
000595,*ST宝实,C,1.2286
000597,东北制药,C,1.1295
000598,兴蓉环境,D,0.9362
000599,青岛双星,C,1.1558
000600,建投能源,D,-0.1508
000601,韶能股份,D,0.5715
000603,盛达矿业,B,1.074
000605,渤海股份,C,0.8907
000606,神州易桥,C,2.4041
000608,阳光股份,K,0.589
000609,绵石投资,K,1.3616
000610,西安旅游,N,-0.0487
000611,天首发展,C,0.5437
000615,京汉股份,C,0.9728
000616,海航投资,K,0.7343
000617,中油资本,C,0.6553
000619,海螺型材,C,0.7755
000620,新华联,K,0.6698
000622,恒立实业,C,1.6354
000623,吉林敖东,C,1.2142
000626,远大控股,F,1.1869
000629,*ST钒钛,B,0.9796
000630,铜陵有色,C,1.0532
000631,顺发恒业,K,0.9922
000632,三木集团,F,0.9393
000635,英力特,C,1.1672
000637,茂化实华,C,0.6454
000638,万方发展,F,1.858
000639,西王食品,C,0.4983
000650,仁和药业,C,1.4661
000651,格力电器,C,0.2011
000652,泰达股份,F,1.1986
000655,金岭矿业,B,0.9133
000656,金科股份,K,0.6537
000657,中钨高新,C,1.275
000659,*ST中富,C,1.0894
000665,湖北广电,R,2.1257
000667,美好置业,K,0.5232
000669,金鸿能源,D,0.7165
000671,阳光城,K,0.5444
000672,上峰水泥,C,0.503
000676,智度股份,C,0.7721
000677,恒天海龙,C,0.3055
000679,大连友谊,F,0.7236
000680,山推股份,C,0.8699
000681,视觉中国,I,0.8757
000682,东方电子,C,1.0255
000685,中山公用,D,1.1726
000687,华讯方舟,C,0.4196
000688,建新矿业,B,0.4595
000690,宝新能源,D,0.3028
000692,惠天热电,D,-0.0829
000693,*ST华泽,I,1.276
000697,炼石有色,B,1.6525
000698,沈阳化工,C,0.5672
000700,模塑科技,C,1.1639
000701,厦门信达,F,1.5844
000702,正虹科技,C,0.986
000703,恒逸石化,C,0.3927
000705,浙江震元,F,0.9242
000707,双环科技,C,0.9268
000708,大冶特钢,C,0.935
000709,河钢股份,C,0.5525
000715,中兴商业,F,0.331
000716,黑芝麻,C,0.6933
000717,韶钢松山,C,0.5727
000718,苏宁环球,K,1.1599
000719,大地传媒,R,1.6362
000720,新能泰山,D,1.0365
000721,西安饮食,H,1.2507
000722,湖南发展,D,1.0813
000723,美锦能源,C,1.1801
000727,华东科技,C,1.3198
000729,燕京啤酒,C,0.4786
000731,四川美丰,C,1.2355
000732,泰禾集团,K,0.4978
000733,振华科技,C,1.2869
000735,罗牛山,A,1.6277
000736,中房地产,K,0.7644
000737,南风化工,C,1.5871
000738,航发控制,C,1.9026
000739,普洛药业,C,1.5236
000748,长城信息,C,1.3516
000752,西藏发展,C,0.7258
000753,漳州发展,F,1.0078
000755,*ST三维,C,1.1894
000757,浩物股份,C,1.1956
000758,中色股份,B,1.6386
000759,中百集团,F,0.7302
000760,斯太尔,C,1.572
000766,通化金马,C,0.971
000767,漳泽电力,D,0.2685
000768,中航飞机,C,1.4918
000777,中核科技,C,0.9184
000778,新兴铸管,C,0.5072
000779,三毛派神,C,1.3228
000780,*ST平能,B,1.0485
000782,美达股份,C,1.0438
000785,武汉中商,F,1.0638
000786,北新建材,C,0.6444
000788,北大医药,C,1.6912
000789,万年青,C,0.9405
000790,泰合健康,C,0.9131
000791,甘肃电投,D,0.9061
000792,盐湖股份,C,0.9981
000795,英洛华,C,0.4423
000796,凯撒旅游,H,0.9934
000797,中国武夷,K,0.3883
000799,酒鬼酒,C,0.8323
000800,一汽轿车,C,0.7778
000801,四川九洲,C,1.1815
000803,*ST金宇,C,1.1485
000806,银河生物,C,0.8885
000809,*ST新城,N,1.0842
000811,烟台冰轮,C,1.2223
000812,陕西金叶,C,0.8428
000813,德展健康,C,0.1992
000816,智慧农业,C,0.9761
000819,岳阳兴长,C,0.8988
000821,京山轻机,C,0.752
000822,山东海化,C,0.7911
000823,超声电子,C,1.1921
000825,太钢不锈,C,0.8201
000826,启迪桑德,N,1.1808
000828,东莞控股,G,0.7171
000829,天音控股,F,0.8324
000830,鲁西化工,C,1.1611
000831,五矿稀土,C,1.4375
000835,长城动漫,C,1.1214
000836,鑫茂科技,C,1.6529
000837,秦川机床,C,1.2239
000838,财信发展,K,0.6475
000839,中信国安,I,0.8056
000848,承德露露,C,0.7
000850,华茂股份,C,0.7854
000851,高鸿股份,F,2.0666
000856,冀东装备,C,0.5936
000858,五粮液,C,0.4789
000859,国风塑业,C,1.2453
000860,顺鑫农业,C,0.7552
000861,海印股份,L,1.4032
000862,银星能源,C,1.1351
000863,三湘印象,K,0.123
000875,吉电股份,D,0.6581
000876,新希望,C,1.0345
000877,天山股份,C,1.0276
000880,潍柴重机,C,1.1613
000881,中广核技,S,0.6762
000882,华联股份,K,0.8097
000883,湖北能源,D,0.9553
000885,同力水泥,C,0.5434
000886,海南高速,K,0.747
000887,中鼎股份,C,1.3432
000888,峨眉山A,N,0.8913
000890,法尔胜,C,1.1519
000895,双汇发展,C,0.5709
000897,津滨发展,K,1.2967
000899,赣能股份,D,-0.2249
000900,现代投资,G,0.5374
000901,航天科技,C,2.0145
000902,新洋丰,F,1.0862
000903,云内动力,C,0.7543
000905,厦门港务,G,1.1074
