股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.773
000006,深振业A,K,0.6798
000007,全新好,H,1.4535
000008,神州高铁,H,3.6327
000014,沙河股份,K,1.457
000021,深科技,C,1.09
000027,深圳能源,D,0.4357
000031,中粮地产,K,1.6338
000034,神州数码,S,0.7287
000036,华联控股,K,1.7347
000038,深大通,K,1.4008
000040,东旭蓝天,K,0.9763
000042,中洲控股,K,0.7766
000043,中航地产,K,3.4452
000046,泛海控股,K,0.1459
000048,康达尔,C,0.285
000049,德赛电池,C,0.2422
000050,深天马A,C,1.0088
000059,华锦股份,C,2.1221
000060,中金岭南,C,0.9996
000061,农产品,L,-0.2809
000062,深圳华强,L,-0.0335
000066,中国长城,C,1.1512
000068,华控赛格,C,0.9295
000069,华侨城A,N,0.1746
000078,海王生物,F,0.99
000088,盐田港,G,1.0714
000089,深圳机场,G,0.7941
000096,广聚能源,F,1.2676
000099,中信海直,G,2.5954
000100,TCL集团,C,0.3592
000150,宜华健康,K,0.0684
000151,中成股份,F,2.0965
000153,丰原药业,C,1.6535
000155,*ST川化,C,0.0878
000156,华数传媒,R,1.3119
000158,常山股份,C,0.8106
000301,东方市场,D,1.1455
000333,美的集团,C,-0.767
000400,许继电气,C,0.7087
000401,冀东水泥,C,-0.0438
000402,金融街,K,-0.2466
000403,ST生化,C,0.8908
000404,华意压缩,C,0.8161
000407,胜利股份,C,0.72
000409,山东地矿,B,1.8018
000410,*ST沈机,C,1.2457
000415,渤海金控,L,1.4162
000417,合肥百货,F,0.6901
000419,通程控股,F,1.5368
000420,吉林化纤,C,0.7901
000421,南京公用,S,0.5204
000422,湖北宜化,C,1.2244
000423,东阿阿胶,C,0.3152
000425,徐工机械,C,1.1995
000428,华天酒店,H,1.7555
000430,张家界,N,0.6665
000502,绿景控股,K,1.3673
000503,海虹控股,I,1.3625
000507,珠海港,G,0.6181
000510,金路集团,C,0.4035
000511,*ST烯碳,C,-0.0616
000516,国际医学,F,-0.717
000517,荣安地产,K,2.1087
000518,四环生物,C,1.1636
000519,中兵红箭,C,1.411
000524,岭南控股,H,0.8323
000525,红太阳,C,0.8918
000526,*ST紫学,K,1.6265
000528,柳工,C,0.9349
000529,广弘控股,C,0.6585
000531,穗恒运A,D,1.0923
000532,华金资本,S,0.9192
000534,万泽股份,K,0.7367
000536,华映科技,C,1.1821
000537,广宇发展,K,0.094
000538,云南白药,C,0.4312
000540,中天金融,K,1.0177
000543,皖能电力,D,0.7202
000545,金浦钛业,C,1.7592
000546,金圆股份,C,0.9272
000547,航天发展,C,2.4055
000548,湖南投资,G,0.751
000551,创元科技,S,0.8501
000552,靖远煤电,B,1.1536
000554,泰山石油,F,0.7179
000555,神州信息,I,4.3844
000559,万向钱潮,C,1.493
000560,昆百大A,F,0.9016
000561,烽火电子,C,2.9948
000565,渝三峡A,C,1.5431
000566,海南海药,C,1.1485
000567,海德股份,K,1.9777
000568,泸州老窖,C,0.5922
000571,新大洲A,B,1.6335
000572,海马汽车,C,1.0291
000573,粤宏远A,K,1.164
000576,广东甘化,C,0.4394
000582,北部湾港,G,1.0523
000587,金洲慈航,C,0.6292
000589,黔轮胎A,C,0.7501
000593,大通燃气,F,1.2867
000595,*ST宝实,C,1.682
000597,东北制药,C,1.0096
000598,兴蓉环境,D,0.4216
000599,青岛双星,C,1.4758
000600,建投能源,D,-0.5223
000601,韶能股份,D,1.0587
000603,盛达矿业,B,1.9991
000606,神州易桥,C,1.8318
000607,华媒控股,C,0.8083
000608,阳光股份,K,1.0062
000610,西安旅游,N,1.3594
000617,中油资本,C,1.1842
000619,海螺型材,C,0.6338
000620,新华联,K,0.8707
000622,恒立实业,C,1.7076
000623,吉林敖东,C,0.8637
000626,远大控股,F,0.7596
000629,*ST钒钛,B,1.139
000630,铜陵有色,C,1.0638
000631,顺发恒业,K,0.8089
000632,三木集团,F,1.4119
000635,英力特,C,1.0422
000636,风华高科,C,1.2191
000637,茂化实华,C,2.0072
000638,万方发展,F,1.2363
000639,西王食品,C,0.7366
000650,仁和药业,C,2.4696
000651,格力电器,C,-0.6596
000652,泰达股份,F,0.9337
000655,金岭矿业,B,0.9001
000656,金科股份,K,1.4112
000657,中钨高新,C,0.78
000659,*ST中富,C,2.7917
000661,长春高新,C,1.5289
000665,湖北广电,R,1.4968
000667,美好置业,K,1.0085
000669,金鸿能源,D,0.5378
000670,盈方微,K,0.789
000671,阳光城,K,0.3179
000672,上峰水泥,C,1.0315
000673,当代东方,R,-0.0243
000678,襄阳轴承,C,1.8829
000679,大连友谊,F,0.701
000680,山推股份,C,1.7066
000681,视觉中国,I,1.5353
000682,东方电子,C,1.9254
000683,远兴能源,C,1.0113
000685,中山公用,D,1.1229
000688,建新矿业,B,1.4809
000690,宝新能源,D,0.3897
000691,ST亚太,K,1.004
000692,惠天热电,D,0.0764
000693,*ST华泽,B,1.2291
000695,滨海能源,D,1.2718
000697,炼石有色,B,2.4033
000698,沈阳化工,C,0.9438
000700,模塑科技,C,0.4404
000701,厦门信达,F,1.186
000702,正虹科技,C,1.0159
000703,恒逸石化,C,0.3573
000705,浙江震元,F,1.1022
000707,双环科技,C,0.7442
000708,大冶特钢,C,1.904
000709,河钢股份,C,0.5325
000711,京蓝科技,K,2.1527
000716,黑芝麻,C,0.961
000717,韶钢松山,C,0.8664
000718,苏宁环球,K,1.1673
000720,新能泰山,D,3.8766
000721,西安饮食,H,0.9368
000722,湖南发展,D,0.8537
000723,美锦能源,C,1.6244
000727,华东科技,C,1.716
000729,燕京啤酒,C,-0.0361
000731,四川美丰,C,1.492
000732,泰禾集团,K,0.2846
000733,振华科技,C,1.5832
000735,罗牛山,A,1.2277
000736,中房地产,K,1.252
000737,南风化工,C,1.3303
000738,航发控制,C,2.0242
000739,普洛药业,C,0.6819
000748,长城信息,C,0.8276
000751,锌业股份,C,1.1061
000752,西藏发展,C,1.2938
000753,漳州发展,F,1.8922
000757,浩物股份,C,1.445
000758,中色股份,B,1.128
000759,中百集团,F,-0.1491
000760,斯太尔,C,1.3739
000762,西藏矿业,B,1.2084
000766,通化金马,C,0.9803
000767,漳泽电力,D,0.8363
000777,中核科技,C,1.4695
000778,新兴铸管,C,0.3864
000780,*ST平能,B,1.6174
000782,美达股份,C,1.1472
000785,武汉中商,F,1.2565
000786,北新建材,C,0.7864
000788,北大医药,C,0.876
000789,万年青,C,0.4872
000790,泰合健康,C,1.5375
000791,甘肃电投,D,0.9179
000792,盐湖股份,C,0.9039
000793,华闻传媒,R,-0.0745
000797,中国武夷,K,2.1182
000798,中水渔业,A,1.3838
000799,酒鬼酒,C,0.7644
000800,一汽轿车,C,0.3712
000801,四川九洲,C,1.8735
000802,北京文化,N,1.5903
000803,*ST金宇,C,1.4275
000806,银河生物,C,3.4385
000807,云铝股份,C,1.5392
000809,*ST新城,N,1.017
000810,创维数字,C,0.3033
000812,陕西金叶,C,1.3384
000813,德展健康,B,1.1934
000815,美利云,C,1.6903
000816,智慧农业,C,1.3104
000818,方大化工,C,1.0899
000819,岳阳兴长,C,0.3617
000821,京山轻机,C,1.1256
000822,山东海化,C,0.997
000823,超声电子,C,-0.0319
000825,太钢不锈,C,1.0006
000826,启迪桑德,N,0.6448
000828,东莞控股,G,1.2605
000829,天音控股,F,1.8232
000830,鲁西化工,C,1.2081
000831,五矿稀土,C,1.2042
000833,贵糖股份,C,1.2434
000836,鑫茂科技,C,2.1556
000837,秦川机床,C,1.1904
000838,财信发展,K,1.1242
000839,中信国安,I,1.5401
000848,承德露露,C,0.6864
000850,华茂股份,C,0.4521
000851,高鸿股份,F,2.6552
000852,石化机械,C,2.7721
000856,冀东装备,C,-0.086
000858,五粮液,C,0.2504
000859,国风塑业,C,1.1044
000860,顺鑫农业,C,0.2542
000861,海印股份,L,2.1382
000862,银星能源,C,0.8823
000863,三湘印象,K,-0.0393
000868,安凯客车,C,1.372
000875,吉电股份,D,1.1349
000876,新希望,C,0.2481
000877,天山股份,C,0.5385
000878,云南铜业,C,0.9598
000880,潍柴重机,C,1.7741
000881,中广核技,S,0.8153
000882,华联股份,K,0.9847
000885,同力水泥,C,0.5854
000886,海南高速,K,0.6194
000887,中鼎股份,C,1.2562
000888,峨眉山A,N,0.4385
000889,茂业通信,F,1.6588
000890,法尔胜,C,1.2316
000893,东凌国际,C,1.3053
000895,双汇发展,C,0.1887
000899,赣能股份,D,0.3056
000900,现代投资,G,0.1564
000901,航天科技,C,2.5933
000902,新洋丰,C,0.3962
000903,云内动力,C,1.4133
000905,厦门港务,G,2.0206
000908,景峰医药,C,0.1105
000909,数源科技,S,1.1359
000910,大亚圣象,C,1.0662
000911,南宁糖业,C,1.0777
000912,泸天化,C,0.9216
000913,钱江摩托,C,0.6927
000915,山大华特,C,1.1834
000916,华北高速,G,1.1029
000917,电广传媒,I,1.0048
000918,嘉凯城,K,1.054
000919,金陵药业,C,-0.5412
000922,*ST佳电,C,1.7482
000923,河北宣工,C,-0.0284
000926,福星股份,K,0.412
000927,一汽夏利,C,0.4529
000928,中钢国际,C,1.013
000929,兰州黄河,C,1.0671
000930,中粮生化,C,1.5063
000932,*ST华菱,C,0.701
000933,神火股份,C,1.4296
000935,四川双马,C,0.4596
000936,华西股份,C,1.3728
000937,冀中能源,B,1.233
000948,南天信息,I,2.0081
000949,新乡化纤,C,0.8125
000950,*ST建峰,C,2.0016
000951,中国重汽,C,0.949
000952,广济药业,C,0.5016
000953,*ST河化,C,1.7349
000955,欣龙控股,C,0.6009
000957,中通客车,C,-0.383
000958,东方能源,D,0.6419
000959,首钢股份,C,0.8496
000960,锡业股份,C,1.3838
000962,东方钽业,C,2.0509
000963,华东医药,F,-0.1121
000965,天保基建,K,0.3534
000966,长源电力,D,0.0253
000969,安泰科技,C,0.8072
000970,中科三环,C,1.682
000971,高升控股,C,0.9372
000972,*ST中基,C,1.7105
000975,银泰资源,B,1.9318
000978,桂林旅游,N,0.8303
000979,中弘股份,K,1.0136
000980,众泰汽车,C,1.1794
000981,银亿股份,K,1.0655
000983,西山煤电,B,1.3494
000985,大庆华科,C,0.8792
000988,华工科技,C,0.8287
000990,诚志股份,C,1.9508
000993,闽东电力,D,0.9713
000997,新大陆,I,2.1347
000998,隆平高科,A,0.2258
000999,华润三九,C,0.8404
001696,宗申动力,C,1.7191
001896,豫能控股,D,0.4331
002001,新和成,C,0.722
002002,鸿达兴业,C,0.787
002003,伟星股份,C,0.4722
002004,华邦健康,C,0.4107
002007,华兰生物,C,0.6655
002008,大族激光,C,0.6346
002010,传化智联,C,0.7499
002011,盾安环境,C,0.5111
002012,凯恩股份,C,1.1614
002013,中航机电,C,2.279
002014,永新股份,C,1.042
002016,世荣兆业,K,0.5704
002017,东信和平,C,1.9456
002019,亿帆医药,C,1.299
002020,京新药业,C,0.9726
002022,科华生物,C,0.936
002023,海特高新,C,1.9485
002024,苏宁云商,F,2.447
002025,航天电器,C,2.0391
002026,山东威达,C,0.5751
002027,分众传媒,C,1.776
002028,思源电气,C,1.1118
002029,七匹狼,C,1.3279
002030,达安基因,C,1.056
002031,巨轮智能,C,1.6089
002032,苏泊尔,C,0.3437
002033,丽江旅游,N,0.7491
002034,美欣达,C,1.6215
002035,华帝股份,C,-0.2054
002036,联创电子,C,1.4332
002037,久联发展,C,1.5045
002038,双鹭药业,C,0.302
002039,黔源电力,D,0.9574
002040,南京港,G,0.7997
002041,登海种业,A,0.7572
002042,华孚色纺,C,1.0199
002043,兔宝宝,C,1.1596
002045,国光电器,C,1.4235
002046,轴研科技,C,2.9944
002048,宁波华翔,C,0.4566
002049,紫光国芯,C,2.1054
002052,同洲电子,C,1.9788
002053,云南能投,C,1.2861
002054,德美化工,C,1.0054
002055,得润电子,C,1.8633
002056,横店东磁,C,0.5591
002057,中钢天源,C,1.3132
002058,威尔泰,C,1.2837
002059,云南旅游,N,1.0798
002061,江山化工,C,1.3789
002063,远光软件,I,0.2866
002064,华峰氨纶,C,1.2894
002066,瑞泰科技,C,1.939
002067,景兴纸业,C,1.1043
002069,獐子岛,A,0.2285
002073,软控股份,C,1.4499
002074,国轩高科,C,3.2818
002075,沙钢股份,C,1.3828
002076,雪莱特,C,1.5558
002077,大港股份,K,1.304
002078,太阳纸业,C,0.7876
002079,苏州固锝,C,1.254
002080,中材科技,C,1.1244
002082,栋梁新材,C,1.0187
002083,孚日股份,C,1.1185
002085,万丰奥威,C,1.4988
002086,东方海洋,A,1.1941
002087,新野纺织,C,1.2721
002088,鲁阳节能,C,0.4165
002089,新海宜,C,2.2417
002090,金智科技,C,0.7754
002091,江苏国泰,F,1.3572
002092,中泰化学,C,0.2369
002093,国脉科技,I,1.7012
002094,青岛金王,C,0.2745
002095,生意宝,I,2.7957
002096,南岭民爆,C,0.9551
002097,山河智能,C,1.1796
002099,海翔药业,C,1.062
002100,天康生物,C,1.1806
002101,广东鸿图,C,1.0784
002102,冠福股份,C,1.5423
002104,恒宝股份,C,1.5953
002105,信隆健康,C,2.017
002106,莱宝高科,C,1.507
002107,沃华医药,C,1.4445
002108,沧州明珠,C,1.2335
002109,兴化股份,C,1.276
002110,三钢闽光,C,1.4049
002111,威海广泰,C,1.2316
002112,三变科技,C,0.8219
002114,罗平锌电,C,1.9765
002115,三维通信,C,2.0982
002116,中国海诚,M,1.2482
002117,东港股份,C,1.6544
002118,紫鑫药业,C,0.7276
002119,康强电子,C,1.3669
002120,韵达股份,C,1.7298
002121,科陆电子,C,1.6038
002122,天马股份,C,1.126
002124,天邦股份,C,1.5226
002125,湘潭电化,C,1.3299
002126,银轮股份,C,-0.0844
002127,南极电商,C,1.693
002128,露天煤业,B,1.3657
002129,中环股份,C,0.4816
002130,沃尔核材,C,0.1545
002131,利欧股份,C,0.7148
002132,恒星科技,C,0.9597
002133,广宇集团,K,1.0613
002134,*ST普林,C,0.6626
002136,安纳达,C,2.6098
002138,顺络电子,C,0.5746
002139,拓邦股份,C,2.0211
002141,贤丰控股,C,1.5384
002143,印纪传媒,C,-0.1012
002144,宏达高科,C,1.2831
002145,中核钛白,C,1.4169
002146,荣盛发展,K,-0.2692
002147,新光圆成,C,1.0264
002148,北纬通信,I,1.9277
002149,西部材料,C,1.1672
002150,通润装备,C,1.8954
002151,北斗星通,C,1.829
002153,石基信息,I,1.7317
002154,报喜鸟,C,1.401
002155,湖南黄金,B,1.87
002156,通富微电,C,1.1771
002158,汉钟精机,C,0.6427
002159,三特索道,N,1.1699
002161,远望谷,C,1.7081
002162,悦心健康,C,0.6344
002164,宁波东力,C,2.1895
002165,红宝丽,C,0.882
002166,莱茵生物,C,0.9863
002167,东方锆业,C,1.4078
002169,智光电气,C,1.9161
002174,游族网络,C,-0.3923
002175,东方网络,C,1.0465
002176,江特电机,C,1.1088
002177,御银股份,C,0.9039
002179,中航光电,C,2.2311
002182,云海金属,C,2.0816
002183,怡亚通,L,3.2204
002185,华天科技,C,1.9313
002186,全聚德,H,1.0991
002187,广百股份,F,0.6492
002189,利达光电,C,2.643
002190,成飞集成,C,1.3476
002191,劲嘉股份,C,0.8251
002192,融捷股份,C,0.9203
002193,如意集团,C,1.2506
002194,武汉凡谷,C,1.3961
002195,二三四五,I,0.0051
002196,方正电机,C,2.3102
002197,证通电子,C,2.1537
002198,嘉应制药,C,-0.2601
002199,东晶电子,C,1.4891
002200,云投生态,A,0.8789
002201,九鼎新材,C,1.4717
002204,大连重工,C,1.1251
002205,国统股份,C,0.8839
002206,海利得,C,0.8001
002208,合肥城建,K,1.4506
002209,达意隆,C,1.3632
002210,飞马国际,L,-0.0334
002212,南洋股份,C,1.4283
002213,特尔佳,C,0.5609
002214,大立科技,C,0.6917
002215,诺普信,C,1.0021
002216,三全食品,C,1.3623
002218,拓日新能,C,0.2557
002219,恒康医疗,C,0.0906
002221,东华能源,F,0.2697
002222,福晶科技,C,2.5763
002223,鱼跃医疗,C,1.9583
002224,三力士,C,1.9263
002225,濮耐股份,C,0.6482
002226,江南化工,C,0.6179
002227,奥特迅,C,1.7614
002228,合兴包装,C,0.2628
002229,鸿博股份,C,1.2886
002230,科大讯飞,I,1.4047
002231,奥维通信,C,0.9389
002232,启明信息,I,1.5288
002233,塔牌集团,C,0.6768
002234,民和股份,A,1.1891
002236,大华股份,C,1.126
002237,恒邦股份,C,1.1139
002238,天威视讯,I,1.9361
002240,威华股份,C,-0.7472
002241,歌尔股份,C,0.9666
002242,九阳股份,C,0.2884
002243,通产丽星,C,0.6783
002244,滨江集团,K,0.7669
002245,澳洋顺昌,G,0.7968
002246,北化股份,C,1.9147
002247,帝龙文化,C,1.1883
002248,*ST东数,C,1.8507
002249,大洋电机,C,0.3782
002250,联化科技,C,0.5578
002251,步步高,F,1.3798
002252,上海莱士,C,0.5054
002253,川大智胜,I,2.0294
002254,泰和新材,C,0.6451
002255,海陆重工,C,1.1739
002256,兆新股份,C,2.2782
002259,升达林业,C,0.6945
002260,德奥通航,C,1.1143
002261,拓维信息,I,3.3824
002262,恩华药业,F,0.6004
002263,大东南,C,1.3556
002264,新华都,F,0.8658
002265,西仪股份,C,2.0153
002266,浙富控股,C,0.4216
002267,陕天然气,D,0.4042
002268,卫士通,I,2.5207
002269,美邦服饰,C,1.0076
002271,东方雨虹,C,0.1449
002272,川润股份,C,1.8777
002273,水晶光电,C,0.402
002274,华昌化工,C,0.1165
002275,桂林三金,C,0.5408
002276,万马股份,C,1.0534
002277,友阿股份,F,2.1993
002278,神开股份,C,1.3359
002279,久其软件,I,1.8812
002280,联络互动,I,0.629
002281,光迅科技,C,1.4302
002282,博深工具,C,1.3001
002283,天润曲轴,C,0.7627
002284,亚太股份,C,1.4138
002285,世联行,K,0.3971
002286,保龄宝,C,1.1617
002287,奇正藏药,C,0.558
002288,超华科技,C,0.866
002289,宇顺电子,C,1.4747
002290,中科新材,C,0.9803
002291,星期六,C,0.6998
002292,奥飞娱乐,C,0.1419
002293,罗莱生活,C,0.5351
002294,信立泰,C,0.12
002295,精艺股份,C,0.532
002297,博云新材,C,1.8403
002299,圣农发展,A,0.1677
002300,太阳电缆,C,1.157
002302,西部建设,C,1.0217
002304,洋河股份,C,0.3593
002305,南国置业,K,0.5871
002306,*ST云网,H,2.2353
002309,中利集团,C,0.4854
002311,海大集团,C,0.4339
002313,日海通讯,C,1.8525
002315,焦点科技,I,2.1742
002316,键桥通讯,I,1.188
002317,众生药业,C,1.2191
002318,久立特材,C,1.6179
002319,乐通股份,C,1.2219
002320,海峡股份,G,1.7097
002321,华英农业,A,2.184
002326,永太科技,C,0.7269
002327,富安娜,C,0.4888
002330,得利斯,C,0.7149
002332,仙琚制药,C,1.1102
002333,罗普斯金,C,1.3902
002334,英威腾,C,0.5952
002336,人人乐,F,0.8331
002337,赛象科技,C,0.6263
002338,奥普光电,C,3.4119
002339,积成电子,C,1.8276
002340,格林美,C,1.0979
002342,巨力索具,C,1.1256
002344,海宁皮城,L,0.828
002345,潮宏基,C,0.6072
002346,柘中股份,C,0.8532
002347,泰尔股份,C,0.4758
002348,高乐股份,C,1.9173
002349,精华制药,C,1.3121
002350,北京科锐,C,2.1673
002352,顺丰控股,C,2.2761
002353,杰瑞股份,C,-0.0362
002355,兴民智通,C,1.452
002357,富临运业,G,0.2476
002360,同德化工,C,0.8883
002361,神剑股份,C,1.5058
002362,汉王科技,C,1.1884
002363,隆基机械,C,1.3628
002364,中恒电气,C,0.4756
002365,永安药业,C,1.4219
002366,台海核电,C,2.5597
002367,康力电梯,C,1.2551
002368,太极股份,I,1.5495
002369,卓翼科技,C,1.9482
002370,亚太药业,C,1.6235
002371,北方华创,C,1.232
002372,伟星新材,C,0.2603
002373,千方科技,I,1.8168
002374,丽鹏股份,C,0.8464
002376,新北洋,C,1.8997
002378,章源钨业,C,1.0717
002379,宏创控股,C,1.5074
002380,科远股份,C,1.8363
002381,双箭股份,C,1.6092
002382,蓝帆医疗,C,1.1784
002383,合众思壮,C,1.5894
002384,东山精密,C,0.8081
002385,大北农,C,0.2813
002387,黑牛食品,C,0.3019
002389,南洋科技,C,1.6505
002390,信邦制药,C,-0.0324
002391,长青股份,C,0.7343
002392,北京利尔,C,0.3416
