股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.8316
000006,深振业A,K,0.0493
000007,全新好,H,1.7881
000014,沙河股份,K,1.591
000021,深科技,C,1.2873
000023,深天地A,C,0.4045
000027,深圳能源,D,0.6587
000031,中粮地产,K,1.3738
000032,深桑达A,C,2.7106
000036,华联控股,K,1.5072
000040,东旭蓝天,K,0.596
000042,中洲控股,K,0.9392
000043,中航地产,K,4.3459
000046,泛海控股,K,0.4826
000048,康达尔,C,1.5196
000049,德赛电池,C,0.5147
000050,深天马A,C,1.348
000059,华锦股份,C,2.6454
000060,中金岭南,C,0.8147
000061,农产品,L,-0.1014
000066,中国长城,C,0.7534
000069,华侨城A,N,0.2691
000078,海王生物,F,1.0281
000088,盐田港,G,1.0938
000089,深圳机场,G,1.2419
000096,广聚能源,F,1.2147
000099,中信海直,G,2.0403
000100,TCL集团,C,0.4894
000150,宜华健康,K,-0.0353
000151,中成股份,F,2.1467
000155,*ST川化,C,-0.0578
000156,华数传媒,R,0.6587
000158,常山股份,C,0.9476
000159,国际实业,F,0.5195
000301,东方市场,D,1.493
000333,美的集团,C,-0.7956
000400,许继电气,C,1.1
000401,冀东水泥,C,-0.4206
000402,金融街,K,-1.1957
000404,华意压缩,C,1.0375
000407,胜利股份,C,1.4229
000408,藏格控股,F,0.4264
000409,山东地矿,B,2.2473
000417,合肥百货,F,0.4616
000419,通程控股,F,1.517
000420,吉林化纤,C,0.4865
000421,南京公用,S,0.5461
000422,湖北宜化,C,1.171
000423,东阿阿胶,C,0.6184
000425,徐工机械,C,0.9838
000428,华天酒店,H,1.5398
000430,张家界,N,0.685
000507,珠海港,G,1.0309
000511,*ST烯碳,C,-0.5098
000516,国际医学,F,-0.6039
000517,荣安地产,K,2.5097
000519,中兵红箭,C,1.2859
000523,广州浪奇,C,1.3773
000524,岭南控股,H,1.1407
000525,红太阳,C,0.352
000528,柳工,C,0.3594
000529,广弘控股,C,0.8976
000531,穗恒运A,D,2.1382
000532,华金资本,S,0.6731
000534,万泽股份,K,0.7124
000537,广宇发展,K,0.116
000538,云南白药,C,0.1197
000540,中天金融,K,0.5848
000543,皖能电力,D,1.1487
000545,金浦钛业,C,1.6485
000546,金圆股份,C,1.3776
000547,航天发展,C,4.0596
000548,湖南投资,G,0.2744
000551,创元科技,S,1.0871
000552,靖远煤电,B,1.0729
000554,泰山石油,F,2.0456
000555,神州信息,I,3.0919
000557,西部创业,C,0.8393
000559,万向钱潮,C,0.9473
000560,昆百大A,F,1.0488
000561,烽火电子,C,2.6247
000565,渝三峡A,C,2.2707
000566,海南海药,C,1.4433
000567,海德股份,K,2.1252
000568,泸州老窖,C,0.4544
000571,新大洲A,B,1.9279
000572,海马汽车,C,1.1977
000573,粤宏远A,K,1.8812
000576,广东甘化,C,-0.0273
000582,北部湾港,G,0.7306
000589,黔轮胎A,C,0.9897
000592,平潭发展,A,0.7021
000595,*ST宝实,C,1.6864
000597,东北制药,C,1.1107
000598,兴蓉环境,D,0.8063
000599,青岛双星,C,1.1719
000600,建投能源,D,-0.6544
000601,韶能股份,D,2.2327
000603,盛达矿业,B,2.4963
000606,神州易桥,C,1.5852
000608,阳光股份,K,1.3059
000610,西安旅游,N,1.2174
000617,中油资本,C,1.4031
