股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.3732
000006,深振业A,K,1.1692
000007,全新好,H,1.3112
000009,中国宝安,S,1.2147
000010,美丽生态,C,0.91
000014,沙河股份,K,1.5407
000021,深科技,C,1.201
000027,深圳能源,D,0.6484
000031,中粮地产,K,1.3303
000032,深桑达A,C,0.9574
000033,新都退,H,1.3091
000034,神州数码,S,1.3983
000036,华联控股,K,1.1385
000040,东旭蓝天,K,1.1725
000042,中洲控股,K,1.0327
000046,泛海控股,K,0.9605
000048,康达尔,C,0.8155
000049,德赛电池,C,0.4277
000050,深天马A,C,1.6233
000060,中金岭南,C,1.2926
000061,农产品,F,0.967
000062,深圳华强,S,1.3805
000066,中国长城,C,0.955
000069,华侨城A,L,0.4564
000070,特发信息,C,1.2243
000078,海王生物,C,1.1288
000089,深圳机场,G,0.5356
000096,广聚能源,F,0.9349
000099,中信海直,G,1.0544
000100,TCL集团,C,0.9845
000150,宜华健康,K,0.974
000151,中成股份,F,0.9693
000153,丰原药业,C,0.7854
000155,*ST川化,C,1.1673
000158,常山股份,C,1.4524
000159,国际实业,C,1.1467
000301,东方市场,S,1.0043
000400,许继电气,C,1.0905
000401,冀东水泥,C,0.7085
000402,金融街,K,0.5798
000404,华意压缩,C,1.7841
000407,胜利股份,C,1.0345
000409,山东地矿,C,1.1647
000410,*ST沈机,C,1.3059
000411,英特集团,F,0.7713
000415,渤海金控,L,1.8026
000417,合肥百货,F,1.1115
000419,通程控股,F,0.971
000420,吉林化纤,C,0.9752
000421,南京公用,N,0.9556
000422,湖北宜化,C,1.0953
000423,东阿阿胶,C,0.7616
000425,徐工机械,C,0.6262
000426,兴业矿业,B,2.168
000428,华天酒店,L,0.7236
000430,张家界,L,0.6783
000501,鄂武商A,F,0.7501
000502,绿景控股,K,1.8591
000503,海虹控股,S,1.7869
000504,南华生物,R,2.0768
000506,中润资源,K,0.9452
000507,珠海港,S,1.7749
000509,华塑控股,C,0.7396
000510,金路集团,C,1.0373
000511,*ST烯碳,K,1.0621
000514,渝开发,K,1.2901
000516,国际医学,F,0.9045
000517,荣安地产,K,2.0737
000518,四环生物,C,2.3648
000519,中兵红箭,C,2.0778
000520,长航凤凰,G,0.9656
000522,白云山A,C,0.9937
000524,岭南控股,H,1.4079
