股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,0.8378
000005,世纪星源,K,8.4397
000006,深振业A,K,1.4007
000009,中国宝安,S,0.5264
000010,美丽生态,C,4.4057
000014,沙河股份,K,0.7332
000021,深科技,C,0.6169
000027,深圳能源,D,0.6702
000031,中粮地产,K,-1.4888
000032,深桑达A,C,1.0207
000036,华联控股,K,1.3604
000042,中洲控股,K,0.4153
000043,中航地产,K,0.8703
000046,泛海控股,K,0.2971
000049,德赛电池,C,1.5133
000050,深天马A,C,0.4925
000059,华锦股份,C,0.533
000060,中金岭南,C,0.9101
000061,农产品,L,1.0791
000062,深圳华强,L,1.4517
000069,华侨城A,N,0.1454
000070,特发信息,C,2.8405
000078,海王生物,F,2.0694
000088,盐田港,G,-0.6503
000089,深圳机场,G,1.2868
000096,广聚能源,F,1.3412
000099,中信海直,G,1.2087
000100,TCL集团,C,0.3422
000151,中成股份,F,-0.6542
000153,丰原药业,C,0.8623
000155,*ST川化,C,0.725
000156,华数传媒,R,1.2287
000158,常山股份,C,1.9162
000159,国际实业,F,0.3759
000301,东方市场,D,0.4666
000333,美的集团,C,-0.0973
000400,许继电气,C,0.6558
000401,冀东水泥,C,0.5147
000402,金融街,K,-0.497
000404,华意压缩,C,0.2912
000407,胜利股份,C,0.7218
000408,藏格控股,F,1.1113
000409,山东地矿,B,1.6846
000410,*ST沈机,C,1.1707
000411,英特集团,F,-1.7251
000415,渤海金控,L,1.8788
000417,合肥百货,F,0.5788
000419,通程控股,F,0.8573
000420,吉林化纤,C,0.5949
000421,南京公用,D,1.0548
000422,湖北宜化,C,0.2982
000423,东阿阿胶,C,0.5621
000425,徐工机械,C,-0.0041
000428,华天酒店,H,1.1445
000430,张家界,N,0.5598
000501,鄂武商A,F,0.599
000503,海虹控股,I,0.7486
000506,中润资源,K,-2.0645
000507,珠海港,G,0.2008
000509,华塑控股,C,0.7547
000510,金路集团,C,-0.7689
000514,渝开发,K,0.3068
000516,国际医学,F,1.0261
000517,荣安地产,K,0.9781
000523,广州浪奇,C,0.5785
000524,岭南控股,H,0.3899
000525,红太阳,C,0.3287
000528,柳工,C,0.2518
000531,穗恒运A,D,0.3477
000532,华金资本,S,0.3349
000533,万家乐,C,0.0371
000537,广宇发展,K,0.9728
000538,云南白药,C,-0.1485
000544,中原环保,D,0.2016
000546,金圆股份,C,2.1108
000547,航天发展,C,0.7495
000548,湖南投资,G,0.6546
000551,创元科技,S,0.6018
000552,靖远煤电,B,0.4812
000554,泰山石油,F,0.1324
000555,神州信息,I,1.1982
000557,西部创业,C,0.7718
000559,万向钱潮,C,0.6968
000560,昆百大A,F,0.8201
000561,烽火电子,C,1.624
000565,渝三峡A,C,0.7714
000568,泸州老窖,C,-0.3862
000572,海马汽车,C,0.5187
000573,粤宏远A,K,0.9045
000576,广东甘化,C,1.7836
000582,北部湾港,G,0.4069
000584,友利控股,C,11.1831
000587,金洲慈航,C,3.6363
000589,黔轮胎A,C,0.7175
000591,太阳能,F,2.0582
000593,大通燃气,F,1.9001
000597,东北制药,C,0.6154
000598,兴蓉环境,D,0.227
000599,青岛双星,C,1.4115
000600,建投能源,D,-0.0363
000605,渤海股份,D,0.9432
000609,绵石投资,K,1.0922
000610,西安旅游,N,1.3213
000611,天首发展,C,2.8121
000612,焦作万方,C,0.6332
000615,京汉股份,C,0.8378
000616,海航投资,K,2.3888
000617,中油资本,C,1.268
000619,海螺型材,C,1.0709
000620,新华联,K,0.3777
000623,吉林敖东,C,0.171
000629,*ST钒钛,B,0.2036
000631,顺发恒业,K,0.9044
000632,三木集团,F,1.0598
000635,英力特,C,0.4036
000636,风华高科,C,0.7278
000637,茂化实华,C,0.0695
000638,万方发展,F,3.6198
000639,西王食品,C,0.2089
000651,格力电器,C,0.2556
000652,泰达股份,F,0.543
000656,金科股份,K,1.3193
000659,*ST中富,C,1.2762
000661,长春高新,C,1.1083
000662,天夏智慧,C,1.6094
000663,永安林业,A,1.5206
000667,美好置业,K,0.3861
000671,阳光城,K,0.4435
000678,襄阳轴承,C,0.6602
000680,山推股份,C,0.2005
000681,视觉中国,R,1.9547
000682,东方电子,C,0.9187
000685,中山公用,D,0.423
000687,华讯方舟,C,0.2944
000690,宝新能源,D,0.2694
000692,惠天热电,D,5.4483
000695,滨海能源,D,1.1248
000698,沈阳化工,C,0.4184
000701,厦门信达,F,0.6398
000702,正虹科技,C,0.8132
000703,恒逸石化,C,0.4582
000705,浙江震元,F,1.8474
000710,*ST天仪,C,1.0809
000713,丰乐种业,A,0.8092
000715,中兴商业,F,-0.5672
000717,韶钢松山,C,1.2844
000718,苏宁环球,K,2.2765
000719,大地传媒,R,-0.8456
000721,西安饮食,H,1.1285
000722,湖南发展,D,0.5346
000723,美锦能源,C,0.3843
000727,华东科技,C,0.1763
000729,燕京啤酒,C,0.4211
000731,四川美丰,C,0.816
000733,振华科技,C,1.3569
000735,罗牛山,A,0.626
000736,中房地产,K,1.1598
000738,航发控制,C,1.3238
000739,普洛药业,C,0.5211
000751,锌业股份,C,-0.0683
000752,西藏发展,C,1.0212
000753,漳州发展,F,1.8877
000755,*ST三维,C,1.9481
000757,浩物股份,C,0.6003
000758,中色股份,B,0.6182
000759,中百集团,F,0.2397
000762,西藏矿业,B,0.7407
000767,漳泽电力,D,0.4882
000768,中航飞机,C,0.1309
000777,中核科技,C,0.822
000780,*ST平能,B,-0.0411
000785,武汉中商,F,0.6951
000789,万年青,C,0.4611
000790,泰合健康,C,0.8363
000791,甘肃电投,D,0.5622
000792,盐湖股份,C,0.2581
000796,凯撒旅游,H,4.0972
000797,中国武夷,K,0.5276
000798,中水渔业,A,0.746
000800,一汽轿车,C,-0.2646
000801,四川九洲,C,1.498
000802,北京文化,N,1.5914
000803,*ST金宇,C,2.1059
000807,云铝股份,C,0.4031
000809,*ST新城,N,1.1065
000810,创维数字,C,2.0014
000811,烟台冰轮,C,1.6598
000815,美利云,C,3.6316
000816,智慧农业,C,1.4785
000819,岳阳兴长,C,2.259
000821,京山轻机,C,0.2524
000822,山东海化,C,0.2969
000823,超声电子,C,0.9914
000825,太钢不锈,C,0.1884
000826,启迪桑德,N,1.0193
000828,东莞控股,G,1.1045
000829,天音控股,F,2.509
