股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.1026
000005,世纪星源,K,0.7763
000006,深振业A,K,1.0601
000007,全新好,H,1.026
000008,神州高铁,H,1.0555
000009,中国宝安,S,1.1115
000010,美丽生态,C,-0.4387
000014,沙河股份,K,1.3215
000021,深科技,C,1.8352
000023,深天地A,C,0.7691
000027,深圳能源,D,0.5062
000031,中粮地产,K,1.166
000032,深桑达A,C,1.6827
000033,新都退,H,1.0154
000034,神州数码,S,0.2529
000036,华联控股,K,1.2238
000038,深大通,K,2.1542
000040,东旭蓝天,K,0.6709
000042,中洲控股,K,0.6142
000043,中航地产,K,1.0701
000046,泛海控股,K,0.8836
000048,康达尔,C,1.2335
000049,德赛电池,C,-0.2673
000050,深天马A,C,1.9669
000059,华锦股份,C,1.1348
000060,中金岭南,C,1.2487
000061,农产品,L,1.2316
000062,深圳华强,L,1.4648
000066,中国长城,C,1.3261
000068,华控赛格,C,0.9939
000069,华侨城A,N,0.8475
000070,特发信息,C,1.2464
000078,海王生物,F,1.3644
000088,盐田港,G,0.8676
000089,深圳机场,G,0.6971
000096,广聚能源,F,1.4079
000099,中信海直,G,1.6642
000100,TCL集团,C,0.4848
000150,宜华健康,K,0.9893
000151,中成股份,F,0.8644
000155,*ST川化,C,1.3252
000158,常山股份,C,1.162
000159,国际实业,F,1.7439
000301,东方市场,D,0.8803
000400,许继电气,C,1.2121
000401,冀东水泥,C,0.9503
000402,金融街,K,0.8269
000403,ST生化,C,0.1295
000404,华意压缩,C,0.7941
000408,藏格控股,F,1.2276
000409,山东地矿,B,1.2448
000410,*ST沈机,C,1.0916
000415,渤海金控,L,1.293
000417,合肥百货,F,1.2363
000419,通程控股,F,1.3156
000420,吉林化纤,C,0.8415
000422,湖北宜化,C,1.3349
000423,东阿阿胶,C,0.5758
000425,徐工机械,C,1.1032
000426,兴业矿业,B,1.2205
000430,张家界,N,0.6449
000501,鄂武商A,F,0.3021
000503,海虹控股,I,1.8461
000504,南华生物,R,1.3225
000506,中润资源,K,1.249
000507,珠海港,G,1.1271
000510,金路集团,C,1.9177
000511,*ST烯碳,K,0.2915
000514,渝开发,K,1.2979
000516,国际医学,F,0.7927
000517,荣安地产,K,0.9273
000518,四环生物,C,0.9795
000519,中兵红箭,C,1.5052
000523,广州浪奇,C,1.527
000524,岭南控股,H,1.1158
000525,红太阳,C,1.0742
000526,*ST紫学,K,1.6324
000528,柳工,C,0.9615
000529,广弘控股,C,1.1913
000531,穗恒运A,D,0.7895
000532,华金资本,S,1.2054
000533,万家乐,C,0.7348
000534,万泽股份,K,1.0991
000536,华映科技,C,0.5167
000537,广宇发展,K,1.3581
000538,云南白药,C,0.6432
000540,中天金融,K,1.4025
000543,皖能电力,D,0.6244
000544,中原环保,D,1.0182
000545,金浦钛业,C,1.4201
