股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,0.8016
000005,世纪星源,K,5.5301
000006,深振业A,K,1.1886
000008,神州高铁,C,1.6316
000009,中国宝安,S,0.7016
000014,沙河股份,K,0.6915
000021,深科技,C,1.0308
000027,深圳能源,D,0.7892
000031,中粮地产,K,-0.1807
000032,深桑达A,F,0.987
000036,华联控股,K,0.9886
000042,中洲控股,K,0.789
000043,中航地产,K,0.9187
000046,泛海控股,K,0.7224
000049,德赛电池,C,1.003
000050,深天马A,C,0.7304
000059,华锦股份,C,0.6935
000060,中金岭南,C,1.1633
000061,农产品,L,0.9338
000062,深圳华强,L,1.5562
000068,华控赛格,C,0.3607
000069,华侨城A,N,0.7212
000070,特发信息,C,1.7571
000078,海王生物,F,1.6533
000088,盐田港,G,0.4136
000089,深圳机场,G,1.3044
000096,广聚能源,F,1.043
000099,中信海直,G,0.8321
000100,TCL集团,C,0.6785
000151,中成股份,F,0.2226
000155,*ST川化,C,0.9512
000156,华数传媒,R,0.8864
000158,常山股份,C,1.7721
000159,国际实业,F,0.627
000301,东方市场,D,0.8154
000333,美的集团,C,0.4219
000400,许继电气,C,0.6548
000401,冀东水泥,C,0.6954
000402,金融街,K,0.4366
000404,华意压缩,C,0.6286
000407,胜利股份,C,0.7104
000408,藏格控股,F,1.1995
000409,山东地矿,B,1.4113
000410,*ST沈机,C,1.1745
000411,英特集团,F,0.7642
000415,渤海金控,L,1.3812
000417,合肥百货,F,0.7638
000419,通程控股,F,0.8472
000420,吉林化纤,C,0.8969
000421,南京公用,D,0.8722
000422,湖北宜化,C,0.5389
000423,东阿阿胶,C,0.5917
000425,徐工机械,C,0.1246
000428,华天酒店,H,1.0676
000501,鄂武商A,F,0.5903
000502,绿景控股,K,0.5366
000503,海虹控股,I,1.1757
000504,南华生物,R,1.8032
000506,中润资源,B,0.0776
000507,珠海港,G,0.6402
000509,华塑控股,C,1.0357
000510,金路集团,C,-0.8675
000514,渝开发,K,0.8385
000516,国际医学,F,1.0896
000517,荣安地产,K,0.9907
000518,四环生物,C,0.6234
000523,广州浪奇,C,0.5727
000524,岭南控股,H,0.5843
000525,红太阳,C,0.6652
000526,*ST紫学,K,-2.2919
000528,柳工,C,0.6152
000531,穗恒运A,D,0.6731
000532,华金资本,S,0.938
000533,万家乐,C,0.7934
000537,广宇发展,K,1.0003
000538,云南白药,C,0.263
000543,皖能电力,D,0.6769
000544,中原环保,D,0.6212
000545,金浦钛业,C,1.5783
000546,金圆股份,C,1.4808
000547,航天发展,C,0.9231
000548,湖南投资,G,0.8975
000551,创元科技,S,0.8044
000552,靖远煤电,B,0.8183
000554,泰山石油,F,0.6963
000555,神州信息,I,1.2113
000557,西部创业,C,0.861
000558,莱茵体育,K,2.0185
000559,万向钱潮,C,0.7015
000560,昆百大A,F,1.1422
000561,烽火电子,C,1.1788
000564,供销大集,F,-0.7586
000565,渝三峡A,C,0.9559
000567,海德股份,K,1.6584
000568,泸州老窖,C,0.3165
000572,海马汽车,C,0.6715
000573,粤宏远A,K,0.969
000576,广东甘化,C,1.2437
000582,北部湾港,G,0.5057
000584,友利控股,C,7.3743
000587,金洲慈航,C,2.1093
000589,黔轮胎A,C,0.9721
000591,太阳能,F,1.6536
000592,平潭发展,A,1.1896
000593,大通燃气,F,1.3621
000597,东北制药,C,0.7184
000598,兴蓉环境,D,0.6232
000600,建投能源,D,0.5964
000605,渤海股份,D,1.0117
000607,华媒控股,R,1.4531
000608,阳光股份,K,1.4825
000609,绵石投资,K,0.5775
000610,西安旅游,N,1.1145
000611,天首发展,C,1.746
000612,焦作万方,C,1.0518
000615,京汉股份,C,1.2141
000616,海航投资,K,2.0285
000617,中油资本,C,0.8676
000619,海螺型材,C,0.9731
000620,新华联,K,0.6481
000623,吉林敖东,C,0.5323
000629,*ST钒钛,B,0.6798
000631,顺发恒业,K,0.7472
000632,三木集团,F,1.0873
000635,英力特,C,0.5572
000636,风华高科,C,0.9429
000637,茂化实华,C,0.6451
000638,万方发展,F,2.7534
000639,西王食品,C,0.7588
000650,仁和药业,C,1.1243
000651,格力电器,C,0.7897
000652,泰达股份,F,0.8981
000655,金岭矿业,B,1.6366
000656,金科股份,K,1.0925
000659,*ST中富,C,1.296
000661,长春高新,C,0.8255
000662,天夏智慧,C,1.6235
000663,永安林业,A,1.0849
000665,湖北广电,R,1.622
000667,美好置业,K,0.7553
000669,金鸿能源,D,1.0021
000671,阳光城,K,0.7124
000672,上峰水泥,C,0.1911
000678,襄阳轴承,C,0.8099
000680,山推股份,C,0.7332
000681,视觉中国,R,1.592
000682,东方电子,C,0.9137
000683,远兴能源,C,0.8374
000685,中山公用,D,0.701
000687,华讯方舟,C,1.0455
000690,宝新能源,D,0.7988
000691,ST亚太,K,1.1886
000692,惠天热电,D,3.55
000693,*ST华泽,B,0.9468
000695,滨海能源,D,1.2563
000697,炼石有色,B,1.6988
000698,沈阳化工,C,0.9796
000700,模塑科技,C,1.3544
000701,厦门信达,F,0.9322
000702,正虹科技,C,0.6868
000703,恒逸石化,C,0.8117
000705,浙江震元,F,1.3682
