股票代码_StkCd,最新股票名称_LStkNm,证监会行业门类代码_CsrcICCd1,风险因子_流通市值加权_持有期收益_Beta_TMV_H
000004,国农科技,C,1.3188
000006,深振业A,K,0.7515
000007,全新好,H,0.8789
000009,中国宝安,S,1.8059
000014,沙河股份,K,1.0779
000021,深科技,C,1.1737
000027,深圳能源,D,0.6516
000031,中粮地产,K,0.7748
000032,深桑达A,C,0.9712
000033,新都退,H,1.3256
000034,神州数码,S,1.5
000036,华联控股,K,0.9473
000040,东旭蓝天,K,1.0977
000042,中洲控股,K,0.9166
000046,泛海控股,K,0.2386
000048,康达尔,C,0.8309
000049,德赛电池,C,1.1974
000050,深天马A,C,0.9485
000059,华锦股份,C,1.0551
000060,中金岭南,C,1.162
000061,农产品,F,0.9787
000062,深圳华强,S,1.3067
000066,中国长城,C,1.0478
000069,华侨城A,L,0.5958
000070,特发信息,C,1.323
000078,海王生物,C,1.0878
000089,深圳机场,G,0.52
000096,广聚能源,F,0.9997
000099,中信海直,G,1.3339
000100,TCL集团,C,0.9698
000150,宜华健康,K,0.7838
000151,中成股份,F,1.1338
000153,丰原药业,C,0.8655
000155,*ST川化,C,1.2277
000158,常山股份,C,1.4904
000159,国际实业,C,0.7675
000301,东方市场,S,1.0438
000400,许继电气,C,1.1248
000401,冀东水泥,C,0.8649
000402,金融街,K,0.4411
000404,华意压缩,C,1.5418
000407,胜利股份,C,1.0179
000408,藏格控股,C,1.8373
000409,山东地矿,C,0.8713
000410,*ST沈机,C,1.0751
000411,英特集团,F,0.5504
000415,渤海金控,L,1.4465
000417,合肥百货,F,1.164
000419,通程控股,F,1.0233
000420,吉林化纤,C,1.4486
000421,南京公用,N,1.3406
000422,湖北宜化,C,1.6079
000423,东阿阿胶,C,0.4412
000425,徐工机械,C,0.7678
000426,兴业矿业,B,2.4339
000428,华天酒店,L,0.4943
000430,张家界,L,1.143
000501,鄂武商A,F,0.7848
000502,绿景控股,K,1.6067
000503,海虹控股,S,2.0138
000504,南华生物,R,1.3594
000506,中润资源,K,1.8337
000507,珠海港,S,1.1092
000510,金路集团,C,1.2833
000511,*ST烯碳,K,0.7927
000514,渝开发,K,1.0738
000516,国际医学,F,0.74
000517,荣安地产,K,0.8898
000518,四环生物,C,2.0261
000519,中兵红箭,C,1.5674
000520,长航凤凰,G,0.7685
000523,广州浪奇,C,1.186
000524,岭南控股,H,1.019
000525,红太阳,C,1.1373
000526,*ST紫学,S,1.7357
000527,美的电器,C,0.6961
000529,广弘控股,C,0.9653
000531,穗恒运A,D,0.8466
000532,华金资本,S,1.7588
000533,万家乐,C,0.8727
000534,万泽股份,K,1.8914
000536,华映科技,C,1.2798
000537,广宇发展,K,0.9965
000538,云南白药,C,0.595
000540,中天金融,S,1.4766
000543,皖能电力,D,1.0415
000544,中原环保,N,0.7018
000545,金浦钛业,C,2.0446
000546,金圆股份,K,0.829
000547,航天发展,C,1.3872
000548,湖南投资,G,0.8435
000551,创元科技,C,1.5459
000552,靖远煤电,B,0.9899
000554,泰山石油,F,1.2259
000555,神州信息,C,1.1698
000558,莱茵体育,K,1.2854
000559,万向钱潮,C,1.1973
000560,昆百大A,F,0.9999
000561,烽火电子,C,0.4164
000564,供销大集,F,0.9626
000565,渝三峡A,C,1.5426
000566,海南海药,C,1.5689
000567,海德股份,K,0.9705
000568,泸州老窖,C,0.8084
000571,新大洲A,C,0.9832
000572,海马汽车,C,0.6932
000573,粤宏远A,K,1.3067
000576,广东甘化,S,2.0526
000584,友利控股,C,0.7424
000586,汇源通信,I,1.2828
000587,金洲慈航,C,1.4621
000589,黔轮胎A,C,0.6041
000590,启迪古汉,C,1.593
000591,太阳能,F,1.2986
000592,平潭发展,A,1.5804
000593,大通燃气,D,1.0723
000594,国恒退,F,0.6211
000597,东北制药,C,1.5151
000599,青岛双星,C,0.8641
000600,建投能源,D,0.5276
000601,韶能股份,D,0.8883
000602,金马集团,I,0.7275
000603,盛达矿业,B,1.8949
000606,神州易桥,C,1.1326
000607,华媒控股,C,0.9824
000608,阳光股份,K,0.8411
000609,绵石投资,K,0.6631
000610,西安旅游,L,1.8837
000611,天首发展,C,0.8554
000612,焦作万方,C,1.0812
000615,京汉股份,C,1.2191
000616,海航投资,K,0.4917
000617,中油资本,C,1.0436
000619,海螺型材,C,1.0803
000620,新华联,K,4.5173
000623,吉林敖东,C,1.2144
000626,远大控股,F,0.6829
000628,高新发展,K,1.2465
000629,*ST钒钛,C,0.9479
000630,铜陵有色,C,1.3843
000631,顺发恒业,K,0.9045
000632,三木集团,S,1.0419
000633,合金投资,S,1.1736
000635,英力特,C,1.2839
000636,风华高科,C,0.9678
000637,茂化实华,C,0.7512
000638,万方发展,K,1.2148
000639,西王食品,C,1.3032
000650,仁和药业,C,0.8947
000651,格力电器,C,0.9434
000652,泰达股份,S,1.0822
000656,金科股份,K,0.8969
000659,*ST中富,C,1.8529
000661,长春高新,C,0.9191
000662,天夏智慧,C,0.9971
000663,永安林业,A,1.6258
000665,湖北广电,C,1.3062
000667,美好置业,K,0.4872
000668,荣丰控股,K,0.8652
000669,金鸿能源,C,2.6006
000671,阳光城,K,0.8934
000673,当代东方,C,0.8892
000676,智度股份,C,0.9784
000678,襄阳轴承,C,0.9274
000679,大连友谊,F,0.9689
000680,山推股份,C,1.1296
000682,东方电子,C,1.1341
000683,远兴能源,C,1.4321
000685,中山公用,D,0.68
000687,华讯方舟,C,1.0933
000690,宝新能源,D,0.8835
000691,ST亚太,S,2.7698
000695,滨海能源,D,0.8725
000697,炼石有色,C,2.2474
000698,沈阳化工,C,0.9668
000700,模塑科技,C,0.7535
000701,厦门信达,S,1.2087
000702,正虹科技,C,0.8134
000703,恒逸石化,C,1.6869
000705,浙江震元,F,1.4715
000708,大冶特钢,C,0.5701
000709,河钢股份,C,0.686
000710,*ST天仪,C,1.4168
000711,京蓝科技,K,1.5844
000713,丰乐种业,A,0.9677
000715,中兴商业,F,0.9107
000717,韶钢松山,C,0.7018
000718,苏宁环球,K,1.0508
000719,大地传媒,R,0.5458
000720,新能泰山,D,0.8374
000721,西安饮食,H,1.4974
000727,华东科技,C,1.945
000729,燕京啤酒,C,0.4657
000731,四川美丰,C,1.2596
000732,泰禾集团,K,0.8397
000733,振华科技,C,1.3352
000735,罗牛山,A,1.1448
000736,中房地产,K,1.0968
000737,南风化工,C,1.7089
000738,航发控制,C,0.9786
000748,长城信息,C,0.9412
000751,锌业股份,C,1.417
000752,西藏发展,C,2.7106
000753,漳州发展,F,0.2407
000755,*ST三维,C,1.9329
000758,中色股份,B,1.0133
000760,斯太尔,C,1.622
000762,西藏矿业,B,1.7245
000766,通化金马,C,1.427
000767,漳泽电力,D,0.7494
000777,中核科技,C,0.7789
000778,新兴铸管,C,0.5485
000779,三毛派神,C,2.3408
000780,*ST平能,B,0.6411
000782,美达股份,C,1.0865
000786,北新建材,C,1.5633
000788,北大医药,C,1.3439
000789,万年青,C,2.115
000790,泰合健康,C,1.783
000791,甘肃电投,C,0.9992
000792,盐湖股份,C,1.0005
000793,华闻传媒,R,0.6792
000795,英洛华,C,1.7813
000796,凯撒旅游,C,0.733
000797,中国武夷,K,1.132
000798,中水渔业,A,1.6802
000799,酒鬼酒,C,1.215
000800,一汽轿车,C,0.3037
000801,四川九洲,C,1.2764
000802,北京文化,L,0.719
000803,*ST金宇,C,0.7851
000806,银河生物,C,0.9615
000807,云铝股份,C,1.6146
000809,*ST新城,C,1.4772
000811,烟台冰轮,C,0.966
000812,陕西金叶,C,1.6374
000813,德展健康,C,1.8866
000818,方大化工,C,1.2035
000819,岳阳兴长,C,1.8104
000821,京山轻机,C,1.4318
000825,太钢不锈,C,0.5654
000826,启迪桑德,N,1.0105
000828,东莞控股,G,0.696
000829,天音控股,F,0.9137
000830,鲁西化工,C,1.1914
000833,贵糖股份,C,1.1855
000835,长城动漫,C,0.7808
